prompt_id,prompt_text,template_type,category,base_prompt_id,generation_method
base_0826,two apples in a farm,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0827,two apples in a field,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0828,two apples in an airport,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0829,two apples in a station,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0830,two bananas in a room,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0831,two bananas in a street,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0832,two bananas in a park,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0833,two bananas in a kitchen,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0834,two bananas in a beach,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0835,two bananas in an office,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0836,two bananas in a garden,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0837,two bananas in a forest,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0838,two bananas in a desert,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0839,two bananas in a city,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0840,two bananas in a village,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0841,two bananas in a restaurant,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0842,two bananas in a cafe,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0843,two bananas in a library,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0844,two bananas in a school,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0845,two bananas in a market,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0846,two bananas in a farm,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0847,two bananas in a field,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0848,two bananas in an airport,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0849,two bananas in a station,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0850,two books in a room,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0851,two books in a street,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0852,two books in a park,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0853,two books in a kitchen,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0854,two books in a beach,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0855,two books in an office,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0856,two books in a garden,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0857,two books in a forest,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0858,two books in a desert,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0859,two books in a city,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0860,two books in a village,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0861,two books in a restaurant,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0862,two books in a cafe,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0863,two books in a library,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0864,two books in a school,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0865,two books in a market,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0866,two books in a farm,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0867,two books in a field,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0868,two books in an airport,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0869,two books in a station,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0870,two phones in a room,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0871,two phones in a street,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0872,two phones in a park,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0873,two phones in a kitchen,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0874,two phones in a beach,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0875,two phones in an office,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0876,two phones in a garden,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0877,two phones in a forest,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0878,two phones in a desert,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0879,two phones in a city,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0880,two phones in a village,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0881,two phones in a restaurant,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0882,two phones in a cafe,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0883,two phones in a library,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0884,two phones in a school,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0885,two phones in a market,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0886,two phones in a farm,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0887,two phones in a field,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0888,two phones in an airport,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0889,two phones in a station,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0890,two laptops in a room,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0891,two laptops in a street,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0892,two laptops in a park,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0893,two laptops in a kitchen,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0894,two laptops in a beach,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0895,two laptops in an office,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0896,two laptops in a garden,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0897,two laptops in a forest,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0898,two laptops in a desert,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0899,two laptops in a city,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0900,two laptops in a village,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0901,two laptops in a restaurant,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0902,two laptops in a cafe,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0903,two laptops in a library,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0904,two laptops in a school,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0905,two laptops in a market,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0906,two laptops in a farm,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0907,two laptops in a field,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0908,two laptops in an airport,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0909,two laptops in a station,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0910,two cameras in a room,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0911,two cameras in a street,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0912,two cameras in a park,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0913,two cameras in a kitchen,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0914,two cameras in a beach,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0915,two cameras in an office,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0916,two cameras in a garden,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0917,two cameras in a forest,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0918,two cameras in a desert,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0919,two cameras in a city,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0920,two cameras in a village,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0921,two cameras in a restaurant,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0922,two cameras in a cafe,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0923,two cameras in a library,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0924,two cameras in a school,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0925,two cameras in a market,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0926,two cameras in a farm,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0927,two cameras in a field,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0928,two cameras in an airport,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0929,two cameras in a station,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0930,two backpacks in a room,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0931,two backpacks in a street,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0932,two backpacks in a park,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0933,two backpacks in a kitchen,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0934,two backpacks in a beach,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0935,two backpacks in an office,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0936,two backpacks in a garden,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0937,two backpacks in a forest,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0938,two backpacks in a desert,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0939,two backpacks in a city,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0940,two backpacks in a village,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0941,two backpacks in a restaurant,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0942,two backpacks in a cafe,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0943,two backpacks in a library,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0944,two backpacks in a school,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0945,two backpacks in a market,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0946,two backpacks in a farm,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0947,two backpacks in a field,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0948,two backpacks in an airport,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0949,two backpacks in a station,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0950,two televisions in a room,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0951,two televisions in a street,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0952,two televisions in a park,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0953,two televisions in a kitchen,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0954,two televisions in a beach,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0955,two televisions in an office,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0956,two televisions in a garden,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0957,two televisions in a forest,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0958,two televisions in a desert,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0959,two televisions in a city,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0960,two televisions in a village,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0961,two televisions in a restaurant,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0962,two televisions in a cafe,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0963,two televisions in a library,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0964,two televisions in a school,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0965,two televisions in a market,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0966,two televisions in a farm,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0967,two televisions in a field,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0968,two televisions in an airport,two_objects_in_place,certain,,template: two [objects] in a [place]
base_0969,two televisions in a station,two_objects_in_place,certain,,template: two [objects] in a [place]
