prompt_id,prompt_text,template_type,category,subcategory,base_prompt_id,source_prompt_text,generation_method,original_word_order
unc_wordsalad_00486,a apple dry,attribute_object,uncertain,word_salad,base_0486,a dry apple,word_shuffle,a dry apple
unc_wordsalad_00487,a banana dry,attribute_object,uncertain,word_salad,base_0487,a dry banana,word_shuffle,a dry banana
unc_wordsalad_00488,dry a book,attribute_object,uncertain,word_salad,base_0488,a dry book,word_shuffle,a dry book
unc_wordsalad_00489,a phone dry,attribute_object,uncertain,word_salad,base_0489,a dry phone,word_shuffle,a dry phone
unc_wordsalad_00490,a laptop dry,attribute_object,uncertain,word_salad,base_0490,a dry laptop,word_shuffle,a dry laptop
unc_wordsalad_00491,camera a dry,attribute_object,uncertain,word_salad,base_0491,a dry camera,word_shuffle,a dry camera
unc_wordsalad_00492,a backpack dry,attribute_object,uncertain,word_salad,base_0492,a dry backpack,word_shuffle,a dry backpack
unc_wordsalad_00493,dry a television,attribute_object,uncertain,word_salad,base_0493,a dry television,word_shuffle,a dry television
unc_wordsalad_00494,a dog heavy,attribute_object,uncertain,word_salad,base_0494,a heavy dog,word_shuffle,a heavy dog
unc_wordsalad_00495,heavy a cat,attribute_object,uncertain,word_salad,base_0495,a heavy cat,word_shuffle,a heavy cat
unc_wordsalad_00496,chair a heavy,attribute_object,uncertain,word_salad,base_0496,a heavy chair,word_shuffle,a heavy chair
unc_wordsalad_00497,heavy a table,attribute_object,uncertain,word_salad,base_0497,a heavy table,word_shuffle,a heavy table
unc_wordsalad_00498,a cup heavy,attribute_object,uncertain,word_salad,base_0498,a heavy cup,word_shuffle,a heavy cup
unc_wordsalad_00499,bottle a heavy,attribute_object,uncertain,word_salad,base_0499,a heavy bottle,word_shuffle,a heavy bottle
unc_wordsalad_00500,bicycle a heavy,attribute_object,uncertain,word_salad,base_0500,a heavy bicycle,word_shuffle,a heavy bicycle
unc_wordsalad_00501,a car heavy,attribute_object,uncertain,word_salad,base_0501,a heavy car,word_shuffle,a heavy car
unc_wordsalad_00502,heavy a rack,attribute_object,uncertain,word_salad,base_0502,a heavy rack,word_shuffle,a heavy rack
unc_wordsalad_00503,heavy a apple,attribute_object,uncertain,word_salad,base_0503,a heavy apple,word_shuffle,a heavy apple
unc_wordsalad_00504,heavy a banana,attribute_object,uncertain,word_salad,base_0504,a heavy banana,word_shuffle,a heavy banana
unc_wordsalad_00505,book a heavy,attribute_object,uncertain,word_salad,base_0505,a heavy book,word_shuffle,a heavy book
unc_wordsalad_00506,a phone heavy,attribute_object,uncertain,word_salad,base_0506,a heavy phone,word_shuffle,a heavy phone
unc_wordsalad_00507,a laptop heavy,attribute_object,uncertain,word_salad,base_0507,a heavy laptop,word_shuffle,a heavy laptop
unc_wordsalad_00508,camera a heavy,attribute_object,uncertain,word_salad,base_0508,a heavy camera,word_shuffle,a heavy camera
unc_wordsalad_00509,a backpack heavy,attribute_object,uncertain,word_salad,base_0509,a heavy backpack,word_shuffle,a heavy backpack
unc_wordsalad_00510,a television heavy,attribute_object,uncertain,word_salad,base_0510,a heavy television,word_shuffle,a heavy television
unc_wordsalad_00511,dog a light,attribute_object,uncertain,word_salad,base_0511,a light dog,word_shuffle,a light dog
unc_wordsalad_00512,a cat light,attribute_object,uncertain,word_salad,base_0512,a light cat,word_shuffle,a light cat
unc_wordsalad_00513,light a chair,attribute_object,uncertain,word_salad,base_0513,a light chair,word_shuffle,a light chair
unc_wordsalad_00514,a table light,attribute_object,uncertain,word_salad,base_0514,a light table,word_shuffle,a light table
unc_wordsalad_00515,light a cup,attribute_object,uncertain,word_salad,base_0515,a light cup,word_shuffle,a light cup
unc_wordsalad_00516,light a bottle,attribute_object,uncertain,word_salad,base_0516,a light bottle,word_shuffle,a light bottle
unc_wordsalad_00517,light a bicycle,attribute_object,uncertain,word_salad,base_0517,a light bicycle,word_shuffle,a light bicycle
unc_wordsalad_00518,a car light,attribute_object,uncertain,word_salad,base_0518,a light car,word_shuffle,a light car
unc_wordsalad_00519,a rack light,attribute_object,uncertain,word_salad,base_0519,a light rack,word_shuffle,a light rack
unc_wordsalad_00520,apple a light,attribute_object,uncertain,word_salad,base_0520,a light apple,word_shuffle,a light apple
unc_wordsalad_00521,a banana light,attribute_object,uncertain,word_salad,base_0521,a light banana,word_shuffle,a light banana
unc_wordsalad_00522,book a light,attribute_object,uncertain,word_salad,base_0522,a light book,word_shuffle,a light book
unc_wordsalad_00523,light a phone,attribute_object,uncertain,word_salad,base_0523,a light phone,word_shuffle,a light phone
unc_wordsalad_00524,a laptop light,attribute_object,uncertain,word_salad,base_0524,a light laptop,word_shuffle,a light laptop
unc_wordsalad_00525,camera a light,attribute_object,uncertain,word_salad,base_0525,a light camera,word_shuffle,a light camera
unc_wordsalad_00526,a backpack light,attribute_object,uncertain,word_salad,base_0526,a light backpack,word_shuffle,a light backpack
unc_wordsalad_00527,a television light,attribute_object,uncertain,word_salad,base_0527,a light television,word_shuffle,a light television
unc_wordsalad_00528,dog a round,attribute_object,uncertain,word_salad,base_0528,a round dog,word_shuffle,a round dog
unc_wordsalad_00529,round a cat,attribute_object,uncertain,word_salad,base_0529,a round cat,word_shuffle,a round cat
unc_wordsalad_00530,chair a round,attribute_object,uncertain,word_salad,base_0530,a round chair,word_shuffle,a round chair
unc_wordsalad_00531,a table round,attribute_object,uncertain,word_salad,base_0531,a round table,word_shuffle,a round table
unc_wordsalad_00532,round a cup,attribute_object,uncertain,word_salad,base_0532,a round cup,word_shuffle,a round cup
unc_wordsalad_00533,a bottle round,attribute_object,uncertain,word_salad,base_0533,a round bottle,word_shuffle,a round bottle
unc_wordsalad_00534,a bicycle round,attribute_object,uncertain,word_salad,base_0534,a round bicycle,word_shuffle,a round bicycle
unc_wordsalad_00535,a car round,attribute_object,uncertain,word_salad,base_0535,a round car,word_shuffle,a round car
unc_wordsalad_00536,rack a round,attribute_object,uncertain,word_salad,base_0536,a round rack,word_shuffle,a round rack
unc_wordsalad_00537,a apple round,attribute_object,uncertain,word_salad,base_0537,a round apple,word_shuffle,a round apple
unc_wordsalad_00538,round a banana,attribute_object,uncertain,word_salad,base_0538,a round banana,word_shuffle,a round banana
unc_wordsalad_00539,a book round,attribute_object,uncertain,word_salad,base_0539,a round book,word_shuffle,a round book
unc_wordsalad_00540,round a phone,attribute_object,uncertain,word_salad,base_0540,a round phone,word_shuffle,a round phone
unc_wordsalad_00541,laptop a round,attribute_object,uncertain,word_salad,base_0541,a round laptop,word_shuffle,a round laptop
unc_wordsalad_00542,camera a round,attribute_object,uncertain,word_salad,base_0542,a round camera,word_shuffle,a round camera
unc_wordsalad_00543,a backpack round,attribute_object,uncertain,word_salad,base_0543,a round backpack,word_shuffle,a round backpack
unc_wordsalad_00544,a television round,attribute_object,uncertain,word_salad,base_0544,a round television,word_shuffle,a round television
unc_wordsalad_00545,a on a dog table,object_on_surface,uncertain,word_salad,base_0545,a dog on a table,word_shuffle,a dog on a table
unc_wordsalad_00546,on a a dog floor,object_on_surface,uncertain,word_salad,base_0546,a dog on a floor,word_shuffle,a dog on a floor
unc_wordsalad_00547,dog on a a desk,object_on_surface,uncertain,word_salad,base_0547,a dog on a desk,word_shuffle,a dog on a desk
unc_wordsalad_00548,on dog a a shelf,object_on_surface,uncertain,word_salad,base_0548,a dog on a shelf,word_shuffle,a dog on a shelf
unc_wordsalad_00549,a bed dog a on,object_on_surface,uncertain,word_salad,base_0549,a dog on a bed,word_shuffle,a dog on a bed
unc_wordsalad_00550,on cat a a table,object_on_surface,uncertain,word_salad,base_0550,a cat on a table,word_shuffle,a cat on a table
unc_wordsalad_00551,a on floor a cat,object_on_surface,uncertain,word_salad,base_0551,a cat on a floor,word_shuffle,a cat on a floor
unc_wordsalad_00552,a a on cat desk,object_on_surface,uncertain,word_salad,base_0552,a cat on a desk,word_shuffle,a cat on a desk
unc_wordsalad_00553,a a on cat shelf,object_on_surface,uncertain,word_salad,base_0553,a cat on a shelf,word_shuffle,a cat on a shelf
unc_wordsalad_00554,a on a bed cat,object_on_surface,uncertain,word_salad,base_0554,a cat on a bed,word_shuffle,a cat on a bed
unc_wordsalad_00555,table a a on chair,object_on_surface,uncertain,word_salad,base_0555,a chair on a table,word_shuffle,a chair on a table
unc_wordsalad_00556,a on a floor chair,object_on_surface,uncertain,word_salad,base_0556,a chair on a floor,word_shuffle,a chair on a floor
unc_wordsalad_00557,on a chair a desk,object_on_surface,uncertain,word_salad,base_0557,a chair on a desk,word_shuffle,a chair on a desk
unc_wordsalad_00558,a on shelf a chair,object_on_surface,uncertain,word_salad,base_0558,a chair on a shelf,word_shuffle,a chair on a shelf
unc_wordsalad_00559,a on a bed chair,object_on_surface,uncertain,word_salad,base_0559,a chair on a bed,word_shuffle,a chair on a bed
unc_wordsalad_00560,a table a on table,object_on_surface,uncertain,word_salad,base_0560,a table on a table,word_shuffle,a table on a table
unc_wordsalad_00561,a table a on floor,object_on_surface,uncertain,word_salad,base_0561,a table on a floor,word_shuffle,a table on a floor
unc_wordsalad_00562,a on a desk table,object_on_surface,uncertain,word_salad,base_0562,a table on a desk,word_shuffle,a table on a desk
unc_wordsalad_00563,table a shelf a on,object_on_surface,uncertain,word_salad,base_0563,a table on a shelf,word_shuffle,a table on a shelf
unc_wordsalad_00564,bed on a a table,object_on_surface,uncertain,word_salad,base_0564,a table on a bed,word_shuffle,a table on a bed
unc_wordsalad_00565,table a a cup on,object_on_surface,uncertain,word_salad,base_0565,a cup on a table,word_shuffle,a cup on a table
unc_wordsalad_00566,on a cup a floor,object_on_surface,uncertain,word_salad,base_0566,a cup on a floor,word_shuffle,a cup on a floor
unc_wordsalad_00567,a desk cup a on,object_on_surface,uncertain,word_salad,base_0567,a cup on a desk,word_shuffle,a cup on a desk
unc_wordsalad_00568,on a a cup shelf,object_on_surface,uncertain,word_salad,base_0568,a cup on a shelf,word_shuffle,a cup on a shelf
unc_wordsalad_00569,cup a a bed on,object_on_surface,uncertain,word_salad,base_0569,a cup on a bed,word_shuffle,a cup on a bed
unc_wordsalad_00570,a table on a bottle,object_on_surface,uncertain,word_salad,base_0570,a bottle on a table,word_shuffle,a bottle on a table
unc_wordsalad_00571,on a a floor bottle,object_on_surface,uncertain,word_salad,base_0571,a bottle on a floor,word_shuffle,a bottle on a floor
unc_wordsalad_00572,a a bottle on desk,object_on_surface,uncertain,word_salad,base_0572,a bottle on a desk,word_shuffle,a bottle on a desk
unc_wordsalad_00573,shelf a bottle a on,object_on_surface,uncertain,word_salad,base_0573,a bottle on a shelf,word_shuffle,a bottle on a shelf
unc_wordsalad_00574,bottle bed a a on,object_on_surface,uncertain,word_salad,base_0574,a bottle on a bed,word_shuffle,a bottle on a bed
unc_wordsalad_00575,a on table a bicycle,object_on_surface,uncertain,word_salad,base_0575,a bicycle on a table,word_shuffle,a bicycle on a table
unc_wordsalad_00576,floor a a bicycle on,object_on_surface,uncertain,word_salad,base_0576,a bicycle on a floor,word_shuffle,a bicycle on a floor
unc_wordsalad_00577,desk a on a bicycle,object_on_surface,uncertain,word_salad,base_0577,a bicycle on a desk,word_shuffle,a bicycle on a desk
unc_wordsalad_00578,a a on shelf bicycle,object_on_surface,uncertain,word_salad,base_0578,a bicycle on a shelf,word_shuffle,a bicycle on a shelf
unc_wordsalad_00579,bed a on a bicycle,object_on_surface,uncertain,word_salad,base_0579,a bicycle on a bed,word_shuffle,a bicycle on a bed
unc_wordsalad_00580,a on a table car,object_on_surface,uncertain,word_salad,base_0580,a car on a table,word_shuffle,a car on a table
unc_wordsalad_00581,a car floor a on,object_on_surface,uncertain,word_salad,base_0581,a car on a floor,word_shuffle,a car on a floor
unc_wordsalad_00582,a car a on desk,object_on_surface,uncertain,word_salad,base_0582,a car on a desk,word_shuffle,a car on a desk
unc_wordsalad_00583,shelf on a a car,object_on_surface,uncertain,word_salad,base_0583,a car on a shelf,word_shuffle,a car on a shelf
unc_wordsalad_00584,a a on bed car,object_on_surface,uncertain,word_salad,base_0584,a car on a bed,word_shuffle,a car on a bed
unc_wordsalad_00585,a a rack table on,object_on_surface,uncertain,word_salad,base_0585,a rack on a table,word_shuffle,a rack on a table
unc_wordsalad_00586,floor a rack a on,object_on_surface,uncertain,word_salad,base_0586,a rack on a floor,word_shuffle,a rack on a floor
unc_wordsalad_00587,desk a a on rack,object_on_surface,uncertain,word_salad,base_0587,a rack on a desk,word_shuffle,a rack on a desk
unc_wordsalad_00588,a on shelf a rack,object_on_surface,uncertain,word_salad,base_0588,a rack on a shelf,word_shuffle,a rack on a shelf
unc_wordsalad_00589,rack a bed a on,object_on_surface,uncertain,word_salad,base_0589,a rack on a bed,word_shuffle,a rack on a bed
unc_wordsalad_00590,an a on table apple,object_on_surface,uncertain,word_salad,base_0590,an apple on a table,word_shuffle,an apple on a table
unc_wordsalad_00591,floor apple a an on,object_on_surface,uncertain,word_salad,base_0591,an apple on a floor,word_shuffle,an apple on a floor
unc_wordsalad_00592,on apple a an desk,object_on_surface,uncertain,word_salad,base_0592,an apple on a desk,word_shuffle,an apple on a desk
unc_wordsalad_00593,an a on apple shelf,object_on_surface,uncertain,word_salad,base_0593,an apple on a shelf,word_shuffle,an apple on a shelf
unc_wordsalad_00594,a an apple on bed,object_on_surface,uncertain,word_salad,base_0594,an apple on a bed,word_shuffle,an apple on a bed
unc_wordsalad_00595,on a banana a table,object_on_surface,uncertain,word_salad,base_0595,a banana on a table,word_shuffle,a banana on a table
unc_wordsalad_00596,floor a banana a on,object_on_surface,uncertain,word_salad,base_0596,a banana on a floor,word_shuffle,a banana on a floor
unc_wordsalad_00597,desk a banana a on,object_on_surface,uncertain,word_salad,base_0597,a banana on a desk,word_shuffle,a banana on a desk
unc_wordsalad_00598,on banana a a shelf,object_on_surface,uncertain,word_salad,base_0598,a banana on a shelf,word_shuffle,a banana on a shelf
unc_wordsalad_00599,on bed a a banana,object_on_surface,uncertain,word_salad,base_0599,a banana on a bed,word_shuffle,a banana on a bed
unc_wordsalad_00600,table a on a book,object_on_surface,uncertain,word_salad,base_0600,a book on a table,word_shuffle,a book on a table
unc_wordsalad_00601,book a a floor on,object_on_surface,uncertain,word_salad,base_0601,a book on a floor,word_shuffle,a book on a floor
unc_wordsalad_00602,book on a a desk,object_on_surface,uncertain,word_salad,base_0602,a book on a desk,word_shuffle,a book on a desk
unc_wordsalad_00603,a a book on shelf,object_on_surface,uncertain,word_salad,base_0603,a book on a shelf,word_shuffle,a book on a shelf
unc_wordsalad_00604,bed a book a on,object_on_surface,uncertain,word_salad,base_0604,a book on a bed,word_shuffle,a book on a bed
unc_wordsalad_00605,a a on phone table,object_on_surface,uncertain,word_salad,base_0605,a phone on a table,word_shuffle,a phone on a table
unc_wordsalad_00606,a a phone floor on,object_on_surface,uncertain,word_salad,base_0606,a phone on a floor,word_shuffle,a phone on a floor
unc_wordsalad_00607,a phone a desk on,object_on_surface,uncertain,word_salad,base_0607,a phone on a desk,word_shuffle,a phone on a desk
unc_wordsalad_00608,on a a phone shelf,object_on_surface,uncertain,word_salad,base_0608,a phone on a shelf,word_shuffle,a phone on a shelf
unc_wordsalad_00609,a bed a on phone,object_on_surface,uncertain,word_salad,base_0609,a phone on a bed,word_shuffle,a phone on a bed
unc_wordsalad_00610,a table laptop a on,object_on_surface,uncertain,word_salad,base_0610,a laptop on a table,word_shuffle,a laptop on a table
unc_wordsalad_00611,laptop a floor a on,object_on_surface,uncertain,word_salad,base_0611,a laptop on a floor,word_shuffle,a laptop on a floor
unc_wordsalad_00612,laptop a a desk on,object_on_surface,uncertain,word_salad,base_0612,a laptop on a desk,word_shuffle,a laptop on a desk
unc_wordsalad_00613,a laptop a shelf on,object_on_surface,uncertain,word_salad,base_0613,a laptop on a shelf,word_shuffle,a laptop on a shelf
unc_wordsalad_00614,a on a laptop bed,object_on_surface,uncertain,word_salad,base_0614,a laptop on a bed,word_shuffle,a laptop on a bed
unc_wordsalad_00615,table a camera a on,object_on_surface,uncertain,word_salad,base_0615,a camera on a table,word_shuffle,a camera on a table
unc_wordsalad_00616,a a on camera floor,object_on_surface,uncertain,word_salad,base_0616,a camera on a floor,word_shuffle,a camera on a floor
unc_wordsalad_00617,on a desk a camera,object_on_surface,uncertain,word_salad,base_0617,a camera on a desk,word_shuffle,a camera on a desk
unc_wordsalad_00618,shelf a a on camera,object_on_surface,uncertain,word_salad,base_0618,a camera on a shelf,word_shuffle,a camera on a shelf
unc_wordsalad_00619,camera a on a bed,object_on_surface,uncertain,word_salad,base_0619,a camera on a bed,word_shuffle,a camera on a bed
unc_wordsalad_00620,backpack table a a on,object_on_surface,uncertain,word_salad,base_0620,a backpack on a table,word_shuffle,a backpack on a table
unc_wordsalad_00621,a a floor backpack on,object_on_surface,uncertain,word_salad,base_0621,a backpack on a floor,word_shuffle,a backpack on a floor
unc_wordsalad_00622,a on backpack a desk,object_on_surface,uncertain,word_salad,base_0622,a backpack on a desk,word_shuffle,a backpack on a desk
unc_wordsalad_00623,a on a shelf backpack,object_on_surface,uncertain,word_salad,base_0623,a backpack on a shelf,word_shuffle,a backpack on a shelf
unc_wordsalad_00624,bed a backpack a on,object_on_surface,uncertain,word_salad,base_0624,a backpack on a bed,word_shuffle,a backpack on a bed
unc_wordsalad_00625,television table a a on,object_on_surface,uncertain,word_salad,base_0625,a television on a table,word_shuffle,a television on a table
unc_wordsalad_00626,a a floor on television,object_on_surface,uncertain,word_salad,base_0626,a television on a floor,word_shuffle,a television on a floor
unc_wordsalad_00627,desk television a a on,object_on_surface,uncertain,word_salad,base_0627,a television on a desk,word_shuffle,a television on a desk
unc_wordsalad_00628,a a on television shelf,object_on_surface,uncertain,word_salad,base_0628,a television on a shelf,word_shuffle,a television on a shelf
unc_wordsalad_00629,bed a television a on,object_on_surface,uncertain,word_salad,base_0629,a television on a bed,word_shuffle,a television on a bed
unc_wordsalad_00630,in two a room dogs,two_objects_in_place,uncertain,word_salad,base_0630,two dogs in a room,word_shuffle,two dogs in a room
unc_wordsalad_00631,dogs a in two street,two_objects_in_place,uncertain,word_salad,base_0631,two dogs in a street,word_shuffle,two dogs in a street
unc_wordsalad_00632,a dogs two park in,two_objects_in_place,uncertain,word_salad,base_0632,two dogs in a park,word_shuffle,two dogs in a park
unc_wordsalad_00633,kitchen dogs a in two,two_objects_in_place,uncertain,word_salad,base_0633,two dogs in a kitchen,word_shuffle,two dogs in a kitchen
unc_wordsalad_00634,dogs two in a beach,two_objects_in_place,uncertain,word_salad,base_0634,two dogs in a beach,word_shuffle,two dogs in a beach
unc_wordsalad_00635,an two dogs office in,two_objects_in_place,uncertain,word_salad,base_0635,two dogs in an office,word_shuffle,two dogs in an office
unc_wordsalad_00636,dogs a garden two in,two_objects_in_place,uncertain,word_salad,base_0636,two dogs in a garden,word_shuffle,two dogs in a garden
unc_wordsalad_00637,forest dogs a two in,two_objects_in_place,uncertain,word_salad,base_0637,two dogs in a forest,word_shuffle,two dogs in a forest
unc_wordsalad_00638,in desert a dogs two,two_objects_in_place,uncertain,word_salad,base_0638,two dogs in a desert,word_shuffle,two dogs in a desert
unc_wordsalad_00639,in two dogs a city,two_objects_in_place,uncertain,word_salad,base_0639,two dogs in a city,word_shuffle,two dogs in a city
unc_wordsalad_00640,in two dogs a village,two_objects_in_place,uncertain,word_salad,base_0640,two dogs in a village,word_shuffle,two dogs in a village
unc_wordsalad_00641,dogs two restaurant a in,two_objects_in_place,uncertain,word_salad,base_0641,two dogs in a restaurant,word_shuffle,two dogs in a restaurant
unc_wordsalad_00642,cafe a dogs two in,two_objects_in_place,uncertain,word_salad,base_0642,two dogs in a cafe,word_shuffle,two dogs in a cafe
unc_wordsalad_00643,two library in a dogs,two_objects_in_place,uncertain,word_salad,base_0643,two dogs in a library,word_shuffle,two dogs in a library
unc_wordsalad_00644,a school two in dogs,two_objects_in_place,uncertain,word_salad,base_0644,two dogs in a school,word_shuffle,two dogs in a school
unc_wordsalad_00645,a market two in dogs,two_objects_in_place,uncertain,word_salad,base_0645,two dogs in a market,word_shuffle,two dogs in a market
unc_wordsalad_00646,dogs two in a farm,two_objects_in_place,uncertain,word_salad,base_0646,two dogs in a farm,word_shuffle,two dogs in a farm
unc_wordsalad_00647,a in dogs two field,two_objects_in_place,uncertain,word_salad,base_0647,two dogs in a field,word_shuffle,two dogs in a field
unc_wordsalad_00648,an dogs in two airport,two_objects_in_place,uncertain,word_salad,base_0648,two dogs in an airport,word_shuffle,two dogs in an airport
unc_wordsalad_00649,in two a dogs station,two_objects_in_place,uncertain,word_salad,base_0649,two dogs in a station,word_shuffle,two dogs in a station
unc_wordsalad_00650,a room two in cats,two_objects_in_place,uncertain,word_salad,base_0650,two cats in a room,word_shuffle,two cats in a room
unc_wordsalad_00651,a cats two street in,two_objects_in_place,uncertain,word_salad,base_0651,two cats in a street,word_shuffle,two cats in a street
unc_wordsalad_00652,in a park cats two,two_objects_in_place,uncertain,word_salad,base_0652,two cats in a park,word_shuffle,two cats in a park
unc_wordsalad_00653,cats in two a kitchen,two_objects_in_place,uncertain,word_salad,base_0653,two cats in a kitchen,word_shuffle,two cats in a kitchen
unc_wordsalad_00654,in a two beach cats,two_objects_in_place,uncertain,word_salad,base_0654,two cats in a beach,word_shuffle,two cats in a beach
unc_wordsalad_00655,cats two an in office,two_objects_in_place,uncertain,word_salad,base_0655,two cats in an office,word_shuffle,two cats in an office
unc_wordsalad_00656,two a cats garden in,two_objects_in_place,uncertain,word_salad,base_0656,two cats in a garden,word_shuffle,two cats in a garden
unc_wordsalad_00657,in cats a two forest,two_objects_in_place,uncertain,word_salad,base_0657,two cats in a forest,word_shuffle,two cats in a forest
unc_wordsalad_00658,cats desert a in two,two_objects_in_place,uncertain,word_salad,base_0658,two cats in a desert,word_shuffle,two cats in a desert
unc_wordsalad_00659,in a two city cats,two_objects_in_place,uncertain,word_salad,base_0659,two cats in a city,word_shuffle,two cats in a city
unc_wordsalad_00660,in two village a cats,two_objects_in_place,uncertain,word_salad,base_0660,two cats in a village,word_shuffle,two cats in a village
unc_wordsalad_00661,restaurant cats in a two,two_objects_in_place,uncertain,word_salad,base_0661,two cats in a restaurant,word_shuffle,two cats in a restaurant
unc_wordsalad_00662,in cats cafe a two,two_objects_in_place,uncertain,word_salad,base_0662,two cats in a cafe,word_shuffle,two cats in a cafe
unc_wordsalad_00663,two in library a cats,two_objects_in_place,uncertain,word_salad,base_0663,two cats in a library,word_shuffle,two cats in a library
unc_wordsalad_00664,cats two a school in,two_objects_in_place,uncertain,word_salad,base_0664,two cats in a school,word_shuffle,two cats in a school
unc_wordsalad_00665,in two cats a market,two_objects_in_place,uncertain,word_salad,base_0665,two cats in a market,word_shuffle,two cats in a market
unc_wordsalad_00666,a cats in farm two,two_objects_in_place,uncertain,word_salad,base_0666,two cats in a farm,word_shuffle,two cats in a farm
unc_wordsalad_00667,in cats a field two,two_objects_in_place,uncertain,word_salad,base_0667,two cats in a field,word_shuffle,two cats in a field
unc_wordsalad_00668,an airport two in cats,two_objects_in_place,uncertain,word_salad,base_0668,two cats in an airport,word_shuffle,two cats in an airport
unc_wordsalad_00669,a station cats in two,two_objects_in_place,uncertain,word_salad,base_0669,two cats in a station,word_shuffle,two cats in a station
unc_wordsalad_00670,room a two chairs in,two_objects_in_place,uncertain,word_salad,base_0670,two chairs in a room,word_shuffle,two chairs in a room
unc_wordsalad_00671,street two a chairs in,two_objects_in_place,uncertain,word_salad,base_0671,two chairs in a street,word_shuffle,two chairs in a street
unc_wordsalad_00672,in chairs a park two,two_objects_in_place,uncertain,word_salad,base_0672,two chairs in a park,word_shuffle,two chairs in a park
unc_wordsalad_00673,a kitchen in chairs two,two_objects_in_place,uncertain,word_salad,base_0673,two chairs in a kitchen,word_shuffle,two chairs in a kitchen
unc_wordsalad_00674,chairs in two a beach,two_objects_in_place,uncertain,word_salad,base_0674,two chairs in a beach,word_shuffle,two chairs in a beach
unc_wordsalad_00675,office an chairs two in,two_objects_in_place,uncertain,word_salad,base_0675,two chairs in an office,word_shuffle,two chairs in an office
unc_wordsalad_00676,in chairs a garden two,two_objects_in_place,uncertain,word_salad,base_0676,two chairs in a garden,word_shuffle,two chairs in a garden
unc_wordsalad_00677,a chairs two forest in,two_objects_in_place,uncertain,word_salad,base_0677,two chairs in a forest,word_shuffle,two chairs in a forest
unc_wordsalad_00678,a in two desert chairs,two_objects_in_place,uncertain,word_salad,base_0678,two chairs in a desert,word_shuffle,two chairs in a desert
unc_wordsalad_00679,two in a chairs city,two_objects_in_place,uncertain,word_salad,base_0679,two chairs in a city,word_shuffle,two chairs in a city
unc_wordsalad_00680,two in a village chairs,two_objects_in_place,uncertain,word_salad,base_0680,two chairs in a village,word_shuffle,two chairs in a village
unc_wordsalad_00681,restaurant in a two chairs,two_objects_in_place,uncertain,word_salad,base_0681,two chairs in a restaurant,word_shuffle,two chairs in a restaurant
unc_wordsalad_00682,cafe in chairs a two,two_objects_in_place,uncertain,word_salad,base_0682,two chairs in a cafe,word_shuffle,two chairs in a cafe
unc_wordsalad_00683,library a two chairs in,two_objects_in_place,uncertain,word_salad,base_0683,two chairs in a library,word_shuffle,two chairs in a library
unc_wordsalad_00684,school a in chairs two,two_objects_in_place,uncertain,word_salad,base_0684,two chairs in a school,word_shuffle,two chairs in a school
unc_wordsalad_00685,chairs a market in two,two_objects_in_place,uncertain,word_salad,base_0685,two chairs in a market,word_shuffle,two chairs in a market
unc_wordsalad_00686,in two farm a chairs,two_objects_in_place,uncertain,word_salad,base_0686,two chairs in a farm,word_shuffle,two chairs in a farm
unc_wordsalad_00687,field two in a chairs,two_objects_in_place,uncertain,word_salad,base_0687,two chairs in a field,word_shuffle,two chairs in a field
unc_wordsalad_00688,an in chairs two airport,two_objects_in_place,uncertain,word_salad,base_0688,two chairs in an airport,word_shuffle,two chairs in an airport
unc_wordsalad_00689,two station in a chairs,two_objects_in_place,uncertain,word_salad,base_0689,two chairs in a station,word_shuffle,two chairs in a station
unc_wordsalad_00690,room two a tables in,two_objects_in_place,uncertain,word_salad,base_0690,two tables in a room,word_shuffle,two tables in a room
unc_wordsalad_00691,in tables a street two,two_objects_in_place,uncertain,word_salad,base_0691,two tables in a street,word_shuffle,two tables in a street
unc_wordsalad_00692,in park a two tables,two_objects_in_place,uncertain,word_salad,base_0692,two tables in a park,word_shuffle,two tables in a park
unc_wordsalad_00693,two tables a in kitchen,two_objects_in_place,uncertain,word_salad,base_0693,two tables in a kitchen,word_shuffle,two tables in a kitchen
unc_wordsalad_00694,beach a tables two in,two_objects_in_place,uncertain,word_salad,base_0694,two tables in a beach,word_shuffle,two tables in a beach
unc_wordsalad_00695,in an two tables office,two_objects_in_place,uncertain,word_salad,base_0695,two tables in an office,word_shuffle,two tables in an office
unc_wordsalad_00696,garden in a two tables,two_objects_in_place,uncertain,word_salad,base_0696,two tables in a garden,word_shuffle,two tables in a garden
unc_wordsalad_00697,a forest two tables in,two_objects_in_place,uncertain,word_salad,base_0697,two tables in a forest,word_shuffle,two tables in a forest
unc_wordsalad_00698,in desert a two tables,two_objects_in_place,uncertain,word_salad,base_0698,two tables in a desert,word_shuffle,two tables in a desert
unc_wordsalad_00699,a tables two city in,two_objects_in_place,uncertain,word_salad,base_0699,two tables in a city,word_shuffle,two tables in a city
unc_wordsalad_00700,village two a in tables,two_objects_in_place,uncertain,word_salad,base_0700,two tables in a village,word_shuffle,two tables in a village
unc_wordsalad_00701,restaurant a tables in two,two_objects_in_place,uncertain,word_salad,base_0701,two tables in a restaurant,word_shuffle,two tables in a restaurant
unc_wordsalad_00702,in a tables two cafe,two_objects_in_place,uncertain,word_salad,base_0702,two tables in a cafe,word_shuffle,two tables in a cafe
unc_wordsalad_00703,tables library in a two,two_objects_in_place,uncertain,word_salad,base_0703,two tables in a library,word_shuffle,two tables in a library
