prompt_id,prompt_text,template_type,category,subcategory,base_prompt_id,source_prompt_text,generation_method,original_word,pseudoword
unc_nonword_00466,a wet tasonam,attribute_object,uncertain,non_word,base_0466,a wet bicycle,pseudoword_replacement,bicycle,tasonam
unc_nonword_00467,a fana car,attribute_object,uncertain,non_word,base_0467,a wet car,pseudoword_replacement,wet,fana
unc_nonword_00468,a kuhu rack,attribute_object,uncertain,non_word,base_0468,a wet rack,pseudoword_replacement,wet,kuhu
unc_nonword_00469,a nuro apple,attribute_object,uncertain,non_word,base_0469,a wet apple,pseudoword_replacement,wet,nuro
unc_nonword_00470,a qeho banana,attribute_object,uncertain,non_word,base_0470,a wet banana,pseudoword_replacement,wet,qeho
unc_nonword_00471,a wet bujo,attribute_object,uncertain,non_word,base_0471,a wet book,pseudoword_replacement,book,bujo
unc_nonword_00472,a wet qajel,attribute_object,uncertain,non_word,base_0472,a wet phone,pseudoword_replacement,phone,qajel
unc_nonword_00473,a xawe laptop,attribute_object,uncertain,non_word,base_0473,a wet laptop,pseudoword_replacement,wet,xawe
unc_nonword_00474,a wet nesalo,attribute_object,uncertain,non_word,base_0474,a wet camera,pseudoword_replacement,camera,nesalo
unc_nonword_00475,a wet yoyoxapi,attribute_object,uncertain,non_word,base_0475,a wet backpack,pseudoword_replacement,backpack,yoyoxapi
unc_nonword_00476,a wet yemuxagife,attribute_object,uncertain,non_word,base_0476,a wet television,pseudoword_replacement,television,yemuxagife
unc_nonword_00477,a dry fepe,attribute_object,uncertain,non_word,base_0477,a dry dog,pseudoword_replacement,dog,fepe
unc_nonword_00478,a dry rugu,attribute_object,uncertain,non_word,base_0478,a dry cat,pseudoword_replacement,cat,rugu
unc_nonword_00479,a dry retuz,attribute_object,uncertain,non_word,base_0479,a dry chair,pseudoword_replacement,chair,retuz
unc_nonword_00480,a weti table,attribute_object,uncertain,non_word,base_0480,a dry table,pseudoword_replacement,dry,weti
unc_nonword_00481,a hisu cup,attribute_object,uncertain,non_word,base_0481,a dry cup,pseudoword_replacement,dry,hisu
unc_nonword_00482,a pate bottle,attribute_object,uncertain,non_word,base_0482,a dry bottle,pseudoword_replacement,dry,pate
unc_nonword_00483,a quvo bicycle,attribute_object,uncertain,non_word,base_0483,a dry bicycle,pseudoword_replacement,dry,quvo
unc_nonword_00484,a dry toso,attribute_object,uncertain,non_word,base_0484,a dry car,pseudoword_replacement,car,toso
unc_nonword_00485,a dube rack,attribute_object,uncertain,non_word,base_0485,a dry rack,pseudoword_replacement,dry,dube
unc_nonword_00486,a dry cikum,attribute_object,uncertain,non_word,base_0486,a dry apple,pseudoword_replacement,apple,cikum
unc_nonword_00487,a sutu banana,attribute_object,uncertain,non_word,base_0487,a dry banana,pseudoword_replacement,dry,sutu
unc_nonword_00488,a xalu book,attribute_object,uncertain,non_word,base_0488,a dry book,pseudoword_replacement,dry,xalu
unc_nonword_00489,a dry wasuj,attribute_object,uncertain,non_word,base_0489,a dry phone,pseudoword_replacement,phone,wasuj
unc_nonword_00490,a dry femasi,attribute_object,uncertain,non_word,base_0490,a dry laptop,pseudoword_replacement,laptop,femasi
unc_nonword_00491,a dry dofeju,attribute_object,uncertain,non_word,base_0491,a dry camera,pseudoword_replacement,camera,dofeju
unc_nonword_00492,a dry yohugeja,attribute_object,uncertain,non_word,base_0492,a dry backpack,pseudoword_replacement,backpack,yohugeja
unc_nonword_00493,a dry wiyuhimixi,attribute_object,uncertain,non_word,base_0493,a dry television,pseudoword_replacement,television,wiyuhimixi
unc_nonword_00494,a gociz dog,attribute_object,uncertain,non_word,base_0494,a heavy dog,pseudoword_replacement,heavy,gociz
unc_nonword_00495,a gegik cat,attribute_object,uncertain,non_word,base_0495,a heavy cat,pseudoword_replacement,heavy,gegik
unc_nonword_00496,a heavy texiz,attribute_object,uncertain,non_word,base_0496,a heavy chair,pseudoword_replacement,chair,texiz
unc_nonword_00497,a heavy qodaq,attribute_object,uncertain,non_word,base_0497,a heavy table,pseudoword_replacement,table,qodaq
unc_nonword_00498,a heavy poti,attribute_object,uncertain,non_word,base_0498,a heavy cup,pseudoword_replacement,cup,poti
unc_nonword_00499,a dozid bottle,attribute_object,uncertain,non_word,base_0499,a heavy bottle,pseudoword_replacement,heavy,dozid
unc_nonword_00500,a heavy jojolim,attribute_object,uncertain,non_word,base_0500,a heavy bicycle,pseudoword_replacement,bicycle,jojolim
unc_nonword_00501,a heavy wugu,attribute_object,uncertain,non_word,base_0501,a heavy car,pseudoword_replacement,car,wugu
unc_nonword_00502,a heavy naca,attribute_object,uncertain,non_word,base_0502,a heavy rack,pseudoword_replacement,rack,naca
unc_nonword_00503,a heavy bahos,attribute_object,uncertain,non_word,base_0503,a heavy apple,pseudoword_replacement,apple,bahos
unc_nonword_00504,a regih banana,attribute_object,uncertain,non_word,base_0504,a heavy banana,pseudoword_replacement,heavy,regih
unc_nonword_00505,a heavy dila,attribute_object,uncertain,non_word,base_0505,a heavy book,pseudoword_replacement,book,dila
unc_nonword_00506,a heavy zecoz,attribute_object,uncertain,non_word,base_0506,a heavy phone,pseudoword_replacement,phone,zecoz
unc_nonword_00507,a heavy kozafa,attribute_object,uncertain,non_word,base_0507,a heavy laptop,pseudoword_replacement,laptop,kozafa
unc_nonword_00508,a taguk camera,attribute_object,uncertain,non_word,base_0508,a heavy camera,pseudoword_replacement,heavy,taguk
unc_nonword_00509,a heavy banareta,attribute_object,uncertain,non_word,base_0509,a heavy backpack,pseudoword_replacement,backpack,banareta
unc_nonword_00510,a qafan television,attribute_object,uncertain,non_word,base_0510,a heavy television,pseudoword_replacement,heavy,qafan
unc_nonword_00511,a light meqe,attribute_object,uncertain,non_word,base_0511,a light dog,pseudoword_replacement,dog,meqe
unc_nonword_00512,a duxay cat,attribute_object,uncertain,non_word,base_0512,a light cat,pseudoword_replacement,light,duxay
unc_nonword_00513,a sijer chair,attribute_object,uncertain,non_word,base_0513,a light chair,pseudoword_replacement,light,sijer
unc_nonword_00514,a light jafef,attribute_object,uncertain,non_word,base_0514,a light table,pseudoword_replacement,table,jafef
unc_nonword_00515,a light pone,attribute_object,uncertain,non_word,base_0515,a light cup,pseudoword_replacement,cup,pone
unc_nonword_00516,a lakuy bottle,attribute_object,uncertain,non_word,base_0516,a light bottle,pseudoword_replacement,light,lakuy
unc_nonword_00517,a light bijuyuj,attribute_object,uncertain,non_word,base_0517,a light bicycle,pseudoword_replacement,bicycle,bijuyuj
unc_nonword_00518,a light mako,attribute_object,uncertain,non_word,base_0518,a light car,pseudoword_replacement,car,mako
unc_nonword_00519,a light fetu,attribute_object,uncertain,non_word,base_0519,a light rack,pseudoword_replacement,rack,fetu
unc_nonword_00520,a vapig apple,attribute_object,uncertain,non_word,base_0520,a light apple,pseudoword_replacement,light,vapig
unc_nonword_00521,a light xopuho,attribute_object,uncertain,non_word,base_0521,a light banana,pseudoword_replacement,banana,xopuho
unc_nonword_00522,a budal book,attribute_object,uncertain,non_word,base_0522,a light book,pseudoword_replacement,light,budal
unc_nonword_00523,a caqum phone,attribute_object,uncertain,non_word,base_0523,a light phone,pseudoword_replacement,light,caqum
unc_nonword_00524,a light roduwu,attribute_object,uncertain,non_word,base_0524,a light laptop,pseudoword_replacement,laptop,roduwu
unc_nonword_00525,a lamav camera,attribute_object,uncertain,non_word,base_0525,a light camera,pseudoword_replacement,light,lamav
unc_nonword_00526,a gunox backpack,attribute_object,uncertain,non_word,base_0526,a light backpack,pseudoword_replacement,light,gunox
unc_nonword_00527,a mokak television,attribute_object,uncertain,non_word,base_0527,a light television,pseudoword_replacement,light,mokak
unc_nonword_00528,a rasuy dog,attribute_object,uncertain,non_word,base_0528,a round dog,pseudoword_replacement,round,rasuy
unc_nonword_00529,a mefag cat,attribute_object,uncertain,non_word,base_0529,a round cat,pseudoword_replacement,round,mefag
unc_nonword_00530,a hopuv chair,attribute_object,uncertain,non_word,base_0530,a round chair,pseudoword_replacement,round,hopuv
unc_nonword_00531,a round higif,attribute_object,uncertain,non_word,base_0531,a round table,pseudoword_replacement,table,higif
unc_nonword_00532,a nolud cup,attribute_object,uncertain,non_word,base_0532,a round cup,pseudoword_replacement,round,nolud
unc_nonword_00533,a round xatovi,attribute_object,uncertain,non_word,base_0533,a round bottle,pseudoword_replacement,bottle,xatovi
unc_nonword_00534,a tuhih bicycle,attribute_object,uncertain,non_word,base_0534,a round bicycle,pseudoword_replacement,round,tuhih
unc_nonword_00535,a round fufe,attribute_object,uncertain,non_word,base_0535,a round car,pseudoword_replacement,car,fufe
unc_nonword_00536,a cakat rack,attribute_object,uncertain,non_word,base_0536,a round rack,pseudoword_replacement,round,cakat
unc_nonword_00537,a round qehaw,attribute_object,uncertain,non_word,base_0537,a round apple,pseudoword_replacement,apple,qehaw
unc_nonword_00538,a round kikoni,attribute_object,uncertain,non_word,base_0538,a round banana,pseudoword_replacement,banana,kikoni
unc_nonword_00539,a xifuc book,attribute_object,uncertain,non_word,base_0539,a round book,pseudoword_replacement,round,xifuc
unc_nonword_00540,a kucod phone,attribute_object,uncertain,non_word,base_0540,a round phone,pseudoword_replacement,round,kucod
unc_nonword_00541,a round minawo,attribute_object,uncertain,non_word,base_0541,a round laptop,pseudoword_replacement,laptop,minawo
unc_nonword_00542,a pemum camera,attribute_object,uncertain,non_word,base_0542,a round camera,pseudoword_replacement,round,pemum
unc_nonword_00543,a sixoj backpack,attribute_object,uncertain,non_word,base_0543,a round backpack,pseudoword_replacement,round,sixoj
unc_nonword_00544,a garak television,attribute_object,uncertain,non_word,base_0544,a round television,pseudoword_replacement,round,garak
unc_nonword_00545,a dog on a zanaq,object_on_surface,uncertain,non_word,base_0545,a dog on a table,pseudoword_replacement,table,zanaq
unc_nonword_00546,a dog on a fever,object_on_surface,uncertain,non_word,base_0546,a dog on a floor,pseudoword_replacement,floor,fever
unc_nonword_00547,a dog on a cela,object_on_surface,uncertain,non_word,base_0547,a dog on a desk,pseudoword_replacement,desk,cela
unc_nonword_00548,a kuri on a shelf,object_on_surface,uncertain,non_word,base_0548,a dog on a shelf,pseudoword_replacement,dog,kuri
unc_nonword_00549,a dog on a dufu,object_on_surface,uncertain,non_word,base_0549,a dog on a bed,pseudoword_replacement,bed,dufu
unc_nonword_00550,a zodu on a table,object_on_surface,uncertain,non_word,base_0550,a cat on a table,pseudoword_replacement,cat,zodu
unc_nonword_00551,a reki on a floor,object_on_surface,uncertain,non_word,base_0551,a cat on a floor,pseudoword_replacement,cat,reki
unc_nonword_00552,a cat on a noni,object_on_surface,uncertain,non_word,base_0552,a cat on a desk,pseudoword_replacement,desk,noni
unc_nonword_00553,a cat on a ledeg,object_on_surface,uncertain,non_word,base_0553,a cat on a shelf,pseudoword_replacement,shelf,ledeg
unc_nonword_00554,a gaho on a bed,object_on_surface,uncertain,non_word,base_0554,a cat on a bed,pseudoword_replacement,cat,gaho
unc_nonword_00555,a chair on a nofup,object_on_surface,uncertain,non_word,base_0555,a chair on a table,pseudoword_replacement,table,nofup
unc_nonword_00556,a sisif on a floor,object_on_surface,uncertain,non_word,base_0556,a chair on a floor,pseudoword_replacement,chair,sisif
unc_nonword_00557,a hiyaj on a desk,object_on_surface,uncertain,non_word,base_0557,a chair on a desk,pseudoword_replacement,chair,hiyaj
unc_nonword_00558,a chair on a gakiq,object_on_surface,uncertain,non_word,base_0558,a chair on a shelf,pseudoword_replacement,shelf,gakiq
unc_nonword_00559,a mihaq on a bed,object_on_surface,uncertain,non_word,base_0559,a chair on a bed,pseudoword_replacement,chair,mihaq
unc_nonword_00560,a table on a wukas,object_on_surface,uncertain,non_word,base_0560,a table on a table,pseudoword_replacement,table,wukas
unc_nonword_00561,a gabak on a floor,object_on_surface,uncertain,non_word,base_0561,a table on a floor,pseudoword_replacement,table,gabak
unc_nonword_00562,a jopax on a desk,object_on_surface,uncertain,non_word,base_0562,a table on a desk,pseudoword_replacement,table,jopax
unc_nonword_00563,a table on a dadez,object_on_surface,uncertain,non_word,base_0563,a table on a shelf,pseudoword_replacement,shelf,dadez
unc_nonword_00564,a table on a gana,object_on_surface,uncertain,non_word,base_0564,a table on a bed,pseudoword_replacement,bed,gana
unc_nonword_00565,a sahu on a table,object_on_surface,uncertain,non_word,base_0565,a cup on a table,pseudoword_replacement,cup,sahu
unc_nonword_00566,a cup on a qobor,object_on_surface,uncertain,non_word,base_0566,a cup on a floor,pseudoword_replacement,floor,qobor
unc_nonword_00567,a pehi on a desk,object_on_surface,uncertain,non_word,base_0567,a cup on a desk,pseudoword_replacement,cup,pehi
unc_nonword_00568,a cup on a secuy,object_on_surface,uncertain,non_word,base_0568,a cup on a shelf,pseudoword_replacement,shelf,secuy
unc_nonword_00569,a zito on a bed,object_on_surface,uncertain,non_word,base_0569,a cup on a bed,pseudoword_replacement,cup,zito
unc_nonword_00570,a bottle on a calog,object_on_surface,uncertain,non_word,base_0570,a bottle on a table,pseudoword_replacement,table,calog
unc_nonword_00571,a bottle on a jukub,object_on_surface,uncertain,non_word,base_0571,a bottle on a floor,pseudoword_replacement,floor,jukub
unc_nonword_00572,a bottle on a powo,object_on_surface,uncertain,non_word,base_0572,a bottle on a desk,pseudoword_replacement,desk,powo
unc_nonword_00573,a bottle on a xunol,object_on_surface,uncertain,non_word,base_0573,a bottle on a shelf,pseudoword_replacement,shelf,xunol
unc_nonword_00574,a biyebi on a bed,object_on_surface,uncertain,non_word,base_0574,a bottle on a bed,pseudoword_replacement,bottle,biyebi
unc_nonword_00575,a tupukef on a table,object_on_surface,uncertain,non_word,base_0575,a bicycle on a table,pseudoword_replacement,bicycle,tupukef
unc_nonword_00576,a kiwakuq on a floor,object_on_surface,uncertain,non_word,base_0576,a bicycle on a floor,pseudoword_replacement,bicycle,kiwakuq
unc_nonword_00577,a bicycle on a heku,object_on_surface,uncertain,non_word,base_0577,a bicycle on a desk,pseudoword_replacement,desk,heku
unc_nonword_00578,a bicycle on a pubix,object_on_surface,uncertain,non_word,base_0578,a bicycle on a shelf,pseudoword_replacement,shelf,pubix
unc_nonword_00579,a xetumet on a bed,object_on_surface,uncertain,non_word,base_0579,a bicycle on a bed,pseudoword_replacement,bicycle,xetumet
unc_nonword_00580,a daku on a table,object_on_surface,uncertain,non_word,base_0580,a car on a table,pseudoword_replacement,car,daku
unc_nonword_00581,a buta on a floor,object_on_surface,uncertain,non_word,base_0581,a car on a floor,pseudoword_replacement,car,buta
unc_nonword_00582,a car on a yegi,object_on_surface,uncertain,non_word,base_0582,a car on a desk,pseudoword_replacement,desk,yegi
unc_nonword_00583,a nabe on a shelf,object_on_surface,uncertain,non_word,base_0583,a car on a shelf,pseudoword_replacement,car,nabe
unc_nonword_00584,a fupa on a bed,object_on_surface,uncertain,non_word,base_0584,a car on a bed,pseudoword_replacement,car,fupa
unc_nonword_00585,a rack on a qufim,object_on_surface,uncertain,non_word,base_0585,a rack on a table,pseudoword_replacement,table,qufim
unc_nonword_00586,a rack on a geroz,object_on_surface,uncertain,non_word,base_0586,a rack on a floor,pseudoword_replacement,floor,geroz
unc_nonword_00587,a rack on a huyi,object_on_surface,uncertain,non_word,base_0587,a rack on a desk,pseudoword_replacement,desk,huyi
unc_nonword_00588,a xeqi on a shelf,object_on_surface,uncertain,non_word,base_0588,a rack on a shelf,pseudoword_replacement,rack,xeqi
unc_nonword_00589,a rack on a gebu,object_on_surface,uncertain,non_word,base_0589,a rack on a bed,pseudoword_replacement,bed,gebu
unc_nonword_00590,an apple on a xahun,object_on_surface,uncertain,non_word,base_0590,an apple on a table,pseudoword_replacement,table,xahun
unc_nonword_00591,an zufog on a floor,object_on_surface,uncertain,non_word,base_0591,an apple on a floor,pseudoword_replacement,apple,zufog
unc_nonword_00592,an apple on a depi,object_on_surface,uncertain,non_word,base_0592,an apple on a desk,pseudoword_replacement,desk,depi
unc_nonword_00593,an zazis on a shelf,object_on_surface,uncertain,non_word,base_0593,an apple on a shelf,pseudoword_replacement,apple,zazis
unc_nonword_00594,an lekap on a bed,object_on_surface,uncertain,non_word,base_0594,an apple on a bed,pseudoword_replacement,apple,lekap
unc_nonword_00595,a banana on a facos,object_on_surface,uncertain,non_word,base_0595,a banana on a table,pseudoword_replacement,table,facos
unc_nonword_00596,a banana on a hotop,object_on_surface,uncertain,non_word,base_0596,a banana on a floor,pseudoword_replacement,floor,hotop
unc_nonword_00597,a banana on a foxe,object_on_surface,uncertain,non_word,base_0597,a banana on a desk,pseudoword_replacement,desk,foxe
unc_nonword_00598,a sacibi on a shelf,object_on_surface,uncertain,non_word,base_0598,a banana on a shelf,pseudoword_replacement,banana,sacibi
unc_nonword_00599,a banana on a fane,object_on_surface,uncertain,non_word,base_0599,a banana on a bed,pseudoword_replacement,bed,fane
unc_nonword_00600,a book on a hawan,object_on_surface,uncertain,non_word,base_0600,a book on a table,pseudoword_replacement,table,hawan
unc_nonword_00601,a book on a bozey,object_on_surface,uncertain,non_word,base_0601,a book on a floor,pseudoword_replacement,floor,bozey
unc_nonword_00602,a book on a hafi,object_on_surface,uncertain,non_word,base_0602,a book on a desk,pseudoword_replacement,desk,hafi
unc_nonword_00603,a jowu on a shelf,object_on_surface,uncertain,non_word,base_0603,a book on a shelf,pseudoword_replacement,book,jowu
unc_nonword_00604,a book on a mika,object_on_surface,uncertain,non_word,base_0604,a book on a bed,pseudoword_replacement,bed,mika
unc_nonword_00605,a quwog on a table,object_on_surface,uncertain,non_word,base_0605,a phone on a table,pseudoword_replacement,phone,quwog
unc_nonword_00606,a param on a floor,object_on_surface,uncertain,non_word,base_0606,a phone on a floor,pseudoword_replacement,phone,param
unc_nonword_00607,a phone on a jabe,object_on_surface,uncertain,non_word,base_0607,a phone on a desk,pseudoword_replacement,desk,jabe
unc_nonword_00608,a zidof on a shelf,object_on_surface,uncertain,non_word,base_0608,a phone on a shelf,pseudoword_replacement,phone,zidof
unc_nonword_00609,a phone on a qoti,object_on_surface,uncertain,non_word,base_0609,a phone on a bed,pseudoword_replacement,bed,qoti
unc_nonword_00610,a zuqepo on a table,object_on_surface,uncertain,non_word,base_0610,a laptop on a table,pseudoword_replacement,laptop,zuqepo
unc_nonword_00611,a laptop on a hocis,object_on_surface,uncertain,non_word,base_0611,a laptop on a floor,pseudoword_replacement,floor,hocis
unc_nonword_00612,a laptop on a lelu,object_on_surface,uncertain,non_word,base_0612,a laptop on a desk,pseudoword_replacement,desk,lelu
unc_nonword_00613,a gadiwo on a shelf,object_on_surface,uncertain,non_word,base_0613,a laptop on a shelf,pseudoword_replacement,laptop,gadiwo
unc_nonword_00614,a waquru on a bed,object_on_surface,uncertain,non_word,base_0614,a laptop on a bed,pseudoword_replacement,laptop,waquru
unc_nonword_00615,a camera on a xetid,object_on_surface,uncertain,non_word,base_0615,a camera on a table,pseudoword_replacement,table,xetid
unc_nonword_00616,a camera on a cuxux,object_on_surface,uncertain,non_word,base_0616,a camera on a floor,pseudoword_replacement,floor,cuxux
unc_nonword_00617,a foheje on a desk,object_on_surface,uncertain,non_word,base_0617,a camera on a desk,pseudoword_replacement,camera,foheje
unc_nonword_00618,a codoje on a shelf,object_on_surface,uncertain,non_word,base_0618,a camera on a shelf,pseudoword_replacement,camera,codoje
unc_nonword_00619,a camera on a nado,object_on_surface,uncertain,non_word,base_0619,a camera on a bed,pseudoword_replacement,bed,nado
unc_nonword_00620,a backpack on a wilus,object_on_surface,uncertain,non_word,base_0620,a backpack on a table,pseudoword_replacement,table,wilus
unc_nonword_00621,a yuvofoge on a floor,object_on_surface,uncertain,non_word,base_0621,a backpack on a floor,pseudoword_replacement,backpack,yuvofoge
unc_nonword_00622,a fufiwiri on a desk,object_on_surface,uncertain,non_word,base_0622,a backpack on a desk,pseudoword_replacement,backpack,fufiwiri
unc_nonword_00623,a backpack on a zoxut,object_on_surface,uncertain,non_word,base_0623,a backpack on a shelf,pseudoword_replacement,shelf,zoxut
unc_nonword_00624,a hiqeyuqa on a bed,object_on_surface,uncertain,non_word,base_0624,a backpack on a bed,pseudoword_replacement,backpack,hiqeyuqa
unc_nonword_00625,a television on a necol,object_on_surface,uncertain,non_word,base_0625,a television on a table,pseudoword_replacement,table,necol
unc_nonword_00626,a television on a bimil,object_on_surface,uncertain,non_word,base_0626,a television on a floor,pseudoword_replacement,floor,bimil
unc_nonword_00627,a television on a fegi,object_on_surface,uncertain,non_word,base_0627,a television on a desk,pseudoword_replacement,desk,fegi
unc_nonword_00628,a television on a niruz,object_on_surface,uncertain,non_word,base_0628,a television on a shelf,pseudoword_replacement,shelf,niruz
unc_nonword_00629,a jojotupave on a bed,object_on_surface,uncertain,non_word,base_0629,a television on a bed,pseudoword_replacement,television,jojotupave
unc_nonword_00630,two muqe in a room,two_objects_in_place,uncertain,non_word,base_0630,two dogs in a room,pseudoword_replacement,dogs,muqe
unc_nonword_00631,two heja in a street,two_objects_in_place,uncertain,non_word,base_0631,two dogs in a street,pseudoword_replacement,dogs,heja
unc_nonword_00632,two coci in a park,two_objects_in_place,uncertain,non_word,base_0632,two dogs in a park,pseudoword_replacement,dogs,coci
unc_nonword_00633,two lisu in a kitchen,two_objects_in_place,uncertain,non_word,base_0633,two dogs in a kitchen,pseudoword_replacement,dogs,lisu
unc_nonword_00634,two dogs in a zabep,two_objects_in_place,uncertain,non_word,base_0634,two dogs in a beach,pseudoword_replacement,beach,zabep
unc_nonword_00635,two dogs in an yohoxu,two_objects_in_place,uncertain,non_word,base_0635,two dogs in an office,pseudoword_replacement,office,yohoxu
unc_nonword_00636,two dogs in a pelama,two_objects_in_place,uncertain,non_word,base_0636,two dogs in a garden,pseudoword_replacement,garden,pelama
unc_nonword_00637,two dogs in a cexeke,two_objects_in_place,uncertain,non_word,base_0637,two dogs in a forest,pseudoword_replacement,forest,cexeke
unc_nonword_00638,two lova in a desert,two_objects_in_place,uncertain,non_word,base_0638,two dogs in a desert,pseudoword_replacement,dogs,lova
unc_nonword_00639,two teze in a city,two_objects_in_place,uncertain,non_word,base_0639,two dogs in a city,pseudoword_replacement,dogs,teze
unc_nonword_00640,two kiyi in a village,two_objects_in_place,uncertain,non_word,base_0640,two dogs in a village,pseudoword_replacement,dogs,kiyi
unc_nonword_00641,two dogs in a ropolesivu,two_objects_in_place,uncertain,non_word,base_0641,two dogs in a restaurant,pseudoword_replacement,restaurant,ropolesivu
unc_nonword_00642,two dogs in a xabu,two_objects_in_place,uncertain,non_word,base_0642,two dogs in a cafe,pseudoword_replacement,cafe,xabu
unc_nonword_00643,two dogs in a wuyimat,two_objects_in_place,uncertain,non_word,base_0643,two dogs in a library,pseudoword_replacement,library,wuyimat
unc_nonword_00644,two nizi in a school,two_objects_in_place,uncertain,non_word,base_0644,two dogs in a school,pseudoword_replacement,dogs,nizi
unc_nonword_00645,two dogs in a lijeve,two_objects_in_place,uncertain,non_word,base_0645,two dogs in a market,pseudoword_replacement,market,lijeve
unc_nonword_00646,two yone in a farm,two_objects_in_place,uncertain,non_word,base_0646,two dogs in a farm,pseudoword_replacement,dogs,yone
unc_nonword_00647,two zomi in a field,two_objects_in_place,uncertain,non_word,base_0647,two dogs in a field,pseudoword_replacement,dogs,zomi
unc_nonword_00648,two dogs in an qocuxen,two_objects_in_place,uncertain,non_word,base_0648,two dogs in an airport,pseudoword_replacement,airport,qocuxen
unc_nonword_00649,two wopu in a station,two_objects_in_place,uncertain,non_word,base_0649,two dogs in a station,pseudoword_replacement,dogs,wopu
unc_nonword_00650,two cats in a huhi,two_objects_in_place,uncertain,non_word,base_0650,two cats in a room,pseudoword_replacement,room,huhi
unc_nonword_00651,two telu in a street,two_objects_in_place,uncertain,non_word,base_0651,two cats in a street,pseudoword_replacement,cats,telu
unc_nonword_00652,two naki in a park,two_objects_in_place,uncertain,non_word,base_0652,two cats in a park,pseudoword_replacement,cats,naki
unc_nonword_00653,two moni in a kitchen,two_objects_in_place,uncertain,non_word,base_0653,two cats in a kitchen,pseudoword_replacement,cats,moni
unc_nonword_00654,two cats in a xisat,two_objects_in_place,uncertain,non_word,base_0654,two cats in a beach,pseudoword_replacement,beach,xisat
unc_nonword_00655,two zuxu in an office,two_objects_in_place,uncertain,non_word,base_0655,two cats in an office,pseudoword_replacement,cats,zuxu
unc_nonword_00656,two teva in a garden,two_objects_in_place,uncertain,non_word,base_0656,two cats in a garden,pseudoword_replacement,cats,teva
unc_nonword_00657,two cats in a virage,two_objects_in_place,uncertain,non_word,base_0657,two cats in a forest,pseudoword_replacement,forest,virage
unc_nonword_00658,two noxo in a desert,two_objects_in_place,uncertain,non_word,base_0658,two cats in a desert,pseudoword_replacement,cats,noxo
unc_nonword_00659,two nedo in a city,two_objects_in_place,uncertain,non_word,base_0659,two cats in a city,pseudoword_replacement,cats,nedo
unc_nonword_00660,two cats in a zenabol,two_objects_in_place,uncertain,non_word,base_0660,two cats in a village,pseudoword_replacement,village,zenabol
unc_nonword_00661,two huho in a restaurant,two_objects_in_place,uncertain,non_word,base_0661,two cats in a restaurant,pseudoword_replacement,cats,huho
unc_nonword_00662,two guro in a cafe,two_objects_in_place,uncertain,non_word,base_0662,two cats in a cafe,pseudoword_replacement,cats,guro
unc_nonword_00663,two cats in a roqacuj,two_objects_in_place,uncertain,non_word,base_0663,two cats in a library,pseudoword_replacement,library,roqacuj
unc_nonword_00664,two cats in a biveba,two_objects_in_place,uncertain,non_word,base_0664,two cats in a school,pseudoword_replacement,school,biveba
unc_nonword_00665,two kime in a market,two_objects_in_place,uncertain,non_word,base_0665,two cats in a market,pseudoword_replacement,cats,kime
unc_nonword_00666,two quxi in a farm,two_objects_in_place,uncertain,non_word,base_0666,two cats in a farm,pseudoword_replacement,cats,quxi
unc_nonword_00667,two dami in a field,two_objects_in_place,uncertain,non_word,base_0667,two cats in a field,pseudoword_replacement,cats,dami
unc_nonword_00668,two cats in an vuviren,two_objects_in_place,uncertain,non_word,base_0668,two cats in an airport,pseudoword_replacement,airport,vuviren
unc_nonword_00669,two cats in a pehobek,two_objects_in_place,uncertain,non_word,base_0669,two cats in a station,pseudoword_replacement,station,pehobek
unc_nonword_00670,two jaxuha in a room,two_objects_in_place,uncertain,non_word,base_0670,two chairs in a room,pseudoword_replacement,chairs,jaxuha
unc_nonword_00671,two chairs in a zaqiwu,two_objects_in_place,uncertain,non_word,base_0671,two chairs in a street,pseudoword_replacement,street,zaqiwu
unc_nonword_00672,two yafaca in a park,two_objects_in_place,uncertain,non_word,base_0672,two chairs in a park,pseudoword_replacement,chairs,yafaca
unc_nonword_00673,two chairs in a sofulog,two_objects_in_place,uncertain,non_word,base_0673,two chairs in a kitchen,pseudoword_replacement,kitchen,sofulog
unc_nonword_00674,two zamofu in a beach,two_objects_in_place,uncertain,non_word,base_0674,two chairs in a beach,pseudoword_replacement,chairs,zamofu
unc_nonword_00675,two chairs in an yugofu,two_objects_in_place,uncertain,non_word,base_0675,two chairs in an office,pseudoword_replacement,office,yugofu
unc_nonword_00676,two mafoju in a garden,two_objects_in_place,uncertain,non_word,base_0676,two chairs in a garden,pseudoword_replacement,chairs,mafoju
unc_nonword_00677,two lujiri in a forest,two_objects_in_place,uncertain,non_word,base_0677,two chairs in a forest,pseudoword_replacement,chairs,lujiri
unc_nonword_00678,two cuteti in a desert,two_objects_in_place,uncertain,non_word,base_0678,two chairs in a desert,pseudoword_replacement,chairs,cuteti
unc_nonword_00679,two badaxo in a city,two_objects_in_place,uncertain,non_word,base_0679,two chairs in a city,pseudoword_replacement,chairs,badaxo
unc_nonword_00680,two dudale in a village,two_objects_in_place,uncertain,non_word,base_0680,two chairs in a village,pseudoword_replacement,chairs,dudale
unc_nonword_00681,two chairs in a misafecipi,two_objects_in_place,uncertain,non_word,base_0681,two chairs in a restaurant,pseudoword_replacement,restaurant,misafecipi
