prompt_id,prompt_text,template_type,category,subcategory,base_prompt_id,source_prompt_text,generation_method,corrupted_word
unc_03182,two doogs in a forest,two_objects_in_place,uncertain,corrupted_noisy,base_0637,two dogs in a forest,insert_char,dogs
unc_03183,two dogs in a fotest,two_objects_in_place,uncertain,corrupted_noisy,base_0637,two dogs in a forest,substitute_char,forest
unc_03184,two dgos in a forest,two_objects_in_place,uncertain,corrupted_noisy,base_0637,two dogs in a forest,swap_adjacent_chars,dogs
unc_03185,two dogs in a for,two_objects_in_place,uncertain,corrupted_noisy,base_0637,two dogs in a forest,truncate_word,forest
unc_03186,two dos in a desert,two_objects_in_place,uncertain,corrupted_noisy,base_0638,two dogs in a desert,delete_char,dogs
unc_03187,two dogs in a desvert,two_objects_in_place,uncertain,corrupted_noisy,base_0638,two dogs in a desert,insert_char,desert
unc_03188,two does in a desert,two_objects_in_place,uncertain,corrupted_noisy,base_0638,two dogs in a desert,substitute_char,dogs
unc_03189,two dogs in a desret,two_objects_in_place,uncertain,corrupted_noisy,base_0638,two dogs in a desert,swap_adjacent_chars,desert
unc_03190,two dogs in a dese,two_objects_in_place,uncertain,corrupted_noisy,base_0638,two dogs in a desert,truncate_word,desert
unc_03191,two ogs in a city,two_objects_in_place,uncertain,corrupted_noisy,base_0639,two dogs in a city,delete_char,dogs
unc_03192,two diogs in a city,two_objects_in_place,uncertain,corrupted_noisy,base_0639,two dogs in a city,insert_char,dogs
unc_03193,two dogs in a civy,two_objects_in_place,uncertain,corrupted_noisy,base_0639,two dogs in a city,substitute_char,city
unc_03194,two dogs in a ciyt,two_objects_in_place,uncertain,corrupted_noisy,base_0639,two dogs in a city,swap_adjacent_chars,city
unc_03195,two dog in a city,two_objects_in_place,uncertain,corrupted_noisy,base_0639,two dogs in a city,truncate_word,dogs
unc_03196,two dogs in a vilage,two_objects_in_place,uncertain,corrupted_noisy,base_0640,two dogs in a village,delete_char,village
unc_03197,two dogis in a village,two_objects_in_place,uncertain,corrupted_noisy,base_0640,two dogs in a village,insert_char,dogs
unc_03198,two dogs in a zillage,two_objects_in_place,uncertain,corrupted_noisy,base_0640,two dogs in a village,substitute_char,village
unc_03199,two dgos in a village,two_objects_in_place,uncertain,corrupted_noisy,base_0640,two dogs in a village,swap_adjacent_chars,dogs
unc_03200,two dog in a village,two_objects_in_place,uncertain,corrupted_noisy,base_0640,two dogs in a village,truncate_word,dogs
unc_03201,two dogs in a restarant,two_objects_in_place,uncertain,corrupted_noisy,base_0641,two dogs in a restaurant,delete_char,restaurant
unc_03202,two dogs in a irestaurant,two_objects_in_place,uncertain,corrupted_noisy,base_0641,two dogs in a restaurant,insert_char,restaurant
unc_03203,two dogp in a restaurant,two_objects_in_place,uncertain,corrupted_noisy,base_0641,two dogs in a restaurant,substitute_char,dogs
unc_03204,two dogs in a restaruant,two_objects_in_place,uncertain,corrupted_noisy,base_0641,two dogs in a restaurant,swap_adjacent_chars,restaurant
unc_03205,two dogs in a restauran,two_objects_in_place,uncertain,corrupted_noisy,base_0641,two dogs in a restaurant,truncate_word,restaurant
unc_03206,two dos in a cafe,two_objects_in_place,uncertain,corrupted_noisy,base_0642,two dogs in a cafe,delete_char,dogs
unc_03207,two dongs in a cafe,two_objects_in_place,uncertain,corrupted_noisy,base_0642,two dogs in a cafe,insert_char,dogs
unc_03208,two dogs in a cafx,two_objects_in_place,uncertain,corrupted_noisy,base_0642,two dogs in a cafe,substitute_char,cafe
unc_03209,two odgs in a cafe,two_objects_in_place,uncertain,corrupted_noisy,base_0642,two dogs in a cafe,swap_adjacent_chars,dogs
unc_03210,two do in a cafe,two_objects_in_place,uncertain,corrupted_noisy,base_0642,two dogs in a cafe,truncate_word,dogs
unc_03211,two ogs in a library,two_objects_in_place,uncertain,corrupted_noisy,base_0643,two dogs in a library,delete_char,dogs
unc_03212,two dogs in a liburary,two_objects_in_place,uncertain,corrupted_noisy,base_0643,two dogs in a library,insert_char,library
unc_03213,two dogs in a litrary,two_objects_in_place,uncertain,corrupted_noisy,base_0643,two dogs in a library,substitute_char,library
unc_03214,two odgs in a library,two_objects_in_place,uncertain,corrupted_noisy,base_0643,two dogs in a library,swap_adjacent_chars,dogs
unc_03215,two dog in a library,two_objects_in_place,uncertain,corrupted_noisy,base_0643,two dogs in a library,truncate_word,dogs
unc_03216,two dog in a school,two_objects_in_place,uncertain,corrupted_noisy,base_0644,two dogs in a school,delete_char,dogs
unc_03217,two dogs in a schpool,two_objects_in_place,uncertain,corrupted_noisy,base_0644,two dogs in a school,insert_char,school
unc_03218,two dofs in a school,two_objects_in_place,uncertain,corrupted_noisy,base_0644,two dogs in a school,substitute_char,dogs
unc_03219,two dogs in a scohol,two_objects_in_place,uncertain,corrupted_noisy,base_0644,two dogs in a school,swap_adjacent_chars,school
unc_03220,two dog in a school,two_objects_in_place,uncertain,corrupted_noisy,base_0644,two dogs in a school,truncate_word,dogs
unc_03221,two dogs in a maket,two_objects_in_place,uncertain,corrupted_noisy,base_0645,two dogs in a market,delete_char,market
unc_03222,two dogms in a market,two_objects_in_place,uncertain,corrupted_noisy,base_0645,two dogs in a market,insert_char,dogs
unc_03223,two aogs in a market,two_objects_in_place,uncertain,corrupted_noisy,base_0645,two dogs in a market,substitute_char,dogs
unc_03224,two odgs in a market,two_objects_in_place,uncertain,corrupted_noisy,base_0645,two dogs in a market,swap_adjacent_chars,dogs
unc_03225,two dogs in a marke,two_objects_in_place,uncertain,corrupted_noisy,base_0645,two dogs in a market,truncate_word,market
unc_03226,two dogs in a frm,two_objects_in_place,uncertain,corrupted_noisy,base_0646,two dogs in a farm,delete_char,farm
unc_03227,two dogts in a farm,two_objects_in_place,uncertain,corrupted_noisy,base_0646,two dogs in a farm,insert_char,dogs
unc_03228,two dogs in a faem,two_objects_in_place,uncertain,corrupted_noisy,base_0646,two dogs in a farm,substitute_char,farm
unc_03229,two dgos in a farm,two_objects_in_place,uncertain,corrupted_noisy,base_0646,two dogs in a farm,swap_adjacent_chars,dogs
unc_03230,two dog in a farm,two_objects_in_place,uncertain,corrupted_noisy,base_0646,two dogs in a farm,truncate_word,dogs
unc_03231,two dog in a field,two_objects_in_place,uncertain,corrupted_noisy,base_0647,two dogs in a field,delete_char,dogs
unc_03232,two dogs in a fieldp,two_objects_in_place,uncertain,corrupted_noisy,base_0647,two dogs in a field,insert_char,field
unc_03233,two dxgs in a field,two_objects_in_place,uncertain,corrupted_noisy,base_0647,two dogs in a field,substitute_char,dogs
unc_03234,two odgs in a field,two_objects_in_place,uncertain,corrupted_noisy,base_0647,two dogs in a field,swap_adjacent_chars,dogs
unc_03235,two dogs in a fie,two_objects_in_place,uncertain,corrupted_noisy,base_0647,two dogs in a field,truncate_word,field
unc_03236,two dogs in an airort,two_objects_in_place,uncertain,corrupted_noisy,base_0648,two dogs in an airport,delete_char,airport
unc_03237,two doggs in an airport,two_objects_in_place,uncertain,corrupted_noisy,base_0648,two dogs in an airport,insert_char,dogs
unc_03238,two doys in an airport,two_objects_in_place,uncertain,corrupted_noisy,base_0648,two dogs in an airport,substitute_char,dogs
unc_03239,two dgos in an airport,two_objects_in_place,uncertain,corrupted_noisy,base_0648,two dogs in an airport,swap_adjacent_chars,dogs
unc_03240,two do in an airport,two_objects_in_place,uncertain,corrupted_noisy,base_0648,two dogs in an airport,truncate_word,dogs
unc_03241,two ogs in a station,two_objects_in_place,uncertain,corrupted_noisy,base_0649,two dogs in a station,delete_char,dogs
unc_03242,two dogs in a stathion,two_objects_in_place,uncertain,corrupted_noisy,base_0649,two dogs in a station,insert_char,station
unc_03243,two dogs in a slation,two_objects_in_place,uncertain,corrupted_noisy,base_0649,two dogs in a station,substitute_char,station
unc_03244,two dogs in a tsation,two_objects_in_place,uncertain,corrupted_noisy,base_0649,two dogs in a station,swap_adjacent_chars,station
unc_03245,two do in a station,two_objects_in_place,uncertain,corrupted_noisy,base_0649,two dogs in a station,truncate_word,dogs
unc_03246,two cas in a room,two_objects_in_place,uncertain,corrupted_noisy,base_0650,two cats in a room,delete_char,cats
unc_03247,two cats in a rwoom,two_objects_in_place,uncertain,corrupted_noisy,base_0650,two cats in a room,insert_char,room
unc_03248,two cats in a rooy,two_objects_in_place,uncertain,corrupted_noisy,base_0650,two cats in a room,substitute_char,room
unc_03249,two cats in a orom,two_objects_in_place,uncertain,corrupted_noisy,base_0650,two cats in a room,swap_adjacent_chars,room
unc_03250,two cat in a room,two_objects_in_place,uncertain,corrupted_noisy,base_0650,two cats in a room,truncate_word,cats
unc_03251,two cas in a street,two_objects_in_place,uncertain,corrupted_noisy,base_0651,two cats in a street,delete_char,cats
unc_03252,two catls in a street,two_objects_in_place,uncertain,corrupted_noisy,base_0651,two cats in a street,insert_char,cats
unc_03253,two jats in a street,two_objects_in_place,uncertain,corrupted_noisy,base_0651,two cats in a street,substitute_char,cats
unc_03254,two cats in a steret,two_objects_in_place,uncertain,corrupted_noisy,base_0651,two cats in a street,swap_adjacent_chars,street
unc_03255,two cats in a str,two_objects_in_place,uncertain,corrupted_noisy,base_0651,two cats in a street,truncate_word,street
unc_03256,two cats in a prk,two_objects_in_place,uncertain,corrupted_noisy,base_0652,two cats in a park,delete_char,park
unc_03257,two catsf in a park,two_objects_in_place,uncertain,corrupted_noisy,base_0652,two cats in a park,insert_char,cats
unc_03258,two cats in a prrk,two_objects_in_place,uncertain,corrupted_noisy,base_0652,two cats in a park,substitute_char,park
unc_03259,two cats in a prak,two_objects_in_place,uncertain,corrupted_noisy,base_0652,two cats in a park,swap_adjacent_chars,park
unc_03260,two cats in a par,two_objects_in_place,uncertain,corrupted_noisy,base_0652,two cats in a park,truncate_word,park
unc_03261,two cas in a kitchen,two_objects_in_place,uncertain,corrupted_noisy,base_0653,two cats in a kitchen,delete_char,cats
unc_03262,two cats in a kiitchen,two_objects_in_place,uncertain,corrupted_noisy,base_0653,two cats in a kitchen,insert_char,kitchen
unc_03263,two cabs in a kitchen,two_objects_in_place,uncertain,corrupted_noisy,base_0653,two cats in a kitchen,substitute_char,cats
unc_03264,two ctas in a kitchen,two_objects_in_place,uncertain,corrupted_noisy,base_0653,two cats in a kitchen,swap_adjacent_chars,cats
unc_03265,two cats in a kitc,two_objects_in_place,uncertain,corrupted_noisy,base_0653,two cats in a kitchen,truncate_word,kitchen
unc_03266,two cats in a beah,two_objects_in_place,uncertain,corrupted_noisy,base_0654,two cats in a beach,delete_char,beach
unc_03267,two cats in a betach,two_objects_in_place,uncertain,corrupted_noisy,base_0654,two cats in a beach,insert_char,beach
unc_03268,two cats in a beacl,two_objects_in_place,uncertain,corrupted_noisy,base_0654,two cats in a beach,substitute_char,beach
unc_03269,two cats in a baech,two_objects_in_place,uncertain,corrupted_noisy,base_0654,two cats in a beach,swap_adjacent_chars,beach
unc_03270,two cats in a be,two_objects_in_place,uncertain,corrupted_noisy,base_0654,two cats in a beach,truncate_word,beach
unc_03271,two cats in an ofice,two_objects_in_place,uncertain,corrupted_noisy,base_0655,two cats in an office,delete_char,office
unc_03272,two cats in an goffice,two_objects_in_place,uncertain,corrupted_noisy,base_0655,two cats in an office,insert_char,office
unc_03273,two iats in an office,two_objects_in_place,uncertain,corrupted_noisy,base_0655,two cats in an office,substitute_char,cats
unc_03274,two acts in an office,two_objects_in_place,uncertain,corrupted_noisy,base_0655,two cats in an office,swap_adjacent_chars,cats
unc_03275,two cats in an offi,two_objects_in_place,uncertain,corrupted_noisy,base_0655,two cats in an office,truncate_word,office
unc_03276,two cat in a garden,two_objects_in_place,uncertain,corrupted_noisy,base_0656,two cats in a garden,delete_char,cats
unc_03277,two cats in a pgarden,two_objects_in_place,uncertain,corrupted_noisy,base_0656,two cats in a garden,insert_char,garden
unc_03278,two catl in a garden,two_objects_in_place,uncertain,corrupted_noisy,base_0656,two cats in a garden,substitute_char,cats
unc_03279,two cats in a garedn,two_objects_in_place,uncertain,corrupted_noisy,base_0656,two cats in a garden,swap_adjacent_chars,garden
unc_03280,two cats in a garde,two_objects_in_place,uncertain,corrupted_noisy,base_0656,two cats in a garden,truncate_word,garden
unc_03281,two ats in a forest,two_objects_in_place,uncertain,corrupted_noisy,base_0657,two cats in a forest,delete_char,cats
unc_03282,two cats in a gforest,two_objects_in_place,uncertain,corrupted_noisy,base_0657,two cats in a forest,insert_char,forest
unc_03283,two cats in a ffrest,two_objects_in_place,uncertain,corrupted_noisy,base_0657,two cats in a forest,substitute_char,forest
unc_03284,two cats in a forets,two_objects_in_place,uncertain,corrupted_noisy,base_0657,two cats in a forest,swap_adjacent_chars,forest
unc_03285,two cat in a forest,two_objects_in_place,uncertain,corrupted_noisy,base_0657,two cats in a forest,truncate_word,cats
unc_03286,two cat in a desert,two_objects_in_place,uncertain,corrupted_noisy,base_0658,two cats in a desert,delete_char,cats
unc_03287,two cyats in a desert,two_objects_in_place,uncertain,corrupted_noisy,base_0658,two cats in a desert,insert_char,cats
unc_03288,two cats in a deserd,two_objects_in_place,uncertain,corrupted_noisy,base_0658,two cats in a desert,substitute_char,desert
unc_03289,two cats in a edsert,two_objects_in_place,uncertain,corrupted_noisy,base_0658,two cats in a desert,swap_adjacent_chars,desert
unc_03290,two cats in a des,two_objects_in_place,uncertain,corrupted_noisy,base_0658,two cats in a desert,truncate_word,desert
unc_03291,two cat in a city,two_objects_in_place,uncertain,corrupted_noisy,base_0659,two cats in a city,delete_char,cats
unc_03292,two cats in a cityd,two_objects_in_place,uncertain,corrupted_noisy,base_0659,two cats in a city,insert_char,city
unc_03293,two cats in a caty,two_objects_in_place,uncertain,corrupted_noisy,base_0659,two cats in a city,substitute_char,city
unc_03294,two ctas in a city,two_objects_in_place,uncertain,corrupted_noisy,base_0659,two cats in a city,swap_adjacent_chars,cats
unc_03295,two cats in a ci,two_objects_in_place,uncertain,corrupted_noisy,base_0659,two cats in a city,truncate_word,city
unc_03296,two cats in a villge,two_objects_in_place,uncertain,corrupted_noisy,base_0660,two cats in a village,delete_char,village
unc_03297,two cabts in a village,two_objects_in_place,uncertain,corrupted_noisy,base_0660,two cats in a village,insert_char,cats
unc_03298,two cats in a viylage,two_objects_in_place,uncertain,corrupted_noisy,base_0660,two cats in a village,substitute_char,village
unc_03299,two acts in a village,two_objects_in_place,uncertain,corrupted_noisy,base_0660,two cats in a village,swap_adjacent_chars,cats
unc_03300,two ca in a village,two_objects_in_place,uncertain,corrupted_noisy,base_0660,two cats in a village,truncate_word,cats
unc_03301,two cats in a estaurant,two_objects_in_place,uncertain,corrupted_noisy,base_0661,two cats in a restaurant,delete_char,restaurant
unc_03302,two catst in a restaurant,two_objects_in_place,uncertain,corrupted_noisy,base_0661,two cats in a restaurant,insert_char,cats
unc_03303,two cats in a rnstaurant,two_objects_in_place,uncertain,corrupted_noisy,base_0661,two cats in a restaurant,substitute_char,restaurant
unc_03304,two cats in a retsaurant,two_objects_in_place,uncertain,corrupted_noisy,base_0661,two cats in a restaurant,swap_adjacent_chars,restaurant
unc_03305,two ca in a restaurant,two_objects_in_place,uncertain,corrupted_noisy,base_0661,two cats in a restaurant,truncate_word,cats
unc_03306,two ats in a cafe,two_objects_in_place,uncertain,corrupted_noisy,base_0662,two cats in a cafe,delete_char,cats
unc_03307,two cmats in a cafe,two_objects_in_place,uncertain,corrupted_noisy,base_0662,two cats in a cafe,insert_char,cats
unc_03308,two cats in a cave,two_objects_in_place,uncertain,corrupted_noisy,base_0662,two cats in a cafe,substitute_char,cafe
unc_03309,two acts in a cafe,two_objects_in_place,uncertain,corrupted_noisy,base_0662,two cats in a cafe,swap_adjacent_chars,cats
unc_03310,two cats in a ca,two_objects_in_place,uncertain,corrupted_noisy,base_0662,two cats in a cafe,truncate_word,cafe
unc_03311,two cats in a libray,two_objects_in_place,uncertain,corrupted_noisy,base_0663,two cats in a library,delete_char,library
unc_03312,two cats in a lilbrary,two_objects_in_place,uncertain,corrupted_noisy,base_0663,two cats in a library,insert_char,library
unc_03313,two caqs in a library,two_objects_in_place,uncertain,corrupted_noisy,base_0663,two cats in a library,substitute_char,cats
unc_03314,two ctas in a library,two_objects_in_place,uncertain,corrupted_noisy,base_0663,two cats in a library,swap_adjacent_chars,cats
unc_03315,two cats in a libra,two_objects_in_place,uncertain,corrupted_noisy,base_0663,two cats in a library,truncate_word,library
unc_03316,two cats in a scool,two_objects_in_place,uncertain,corrupted_noisy,base_0664,two cats in a school,delete_char,school
unc_03317,two cats in a yschool,two_objects_in_place,uncertain,corrupted_noisy,base_0664,two cats in a school,insert_char,school
unc_03318,two cats in a scuool,two_objects_in_place,uncertain,corrupted_noisy,base_0664,two cats in a school,substitute_char,school
unc_03319,two ctas in a school,two_objects_in_place,uncertain,corrupted_noisy,base_0664,two cats in a school,swap_adjacent_chars,cats
unc_03320,two cats in a schoo,two_objects_in_place,uncertain,corrupted_noisy,base_0664,two cats in a school,truncate_word,school
unc_03321,two cas in a market,two_objects_in_place,uncertain,corrupted_noisy,base_0665,two cats in a market,delete_char,cats
unc_03322,two cats in a markeht,two_objects_in_place,uncertain,corrupted_noisy,base_0665,two cats in a market,insert_char,market
unc_03323,two catq in a market,two_objects_in_place,uncertain,corrupted_noisy,base_0665,two cats in a market,substitute_char,cats
unc_03324,two ctas in a market,two_objects_in_place,uncertain,corrupted_noisy,base_0665,two cats in a market,swap_adjacent_chars,cats
unc_03325,two cats in a mark,two_objects_in_place,uncertain,corrupted_noisy,base_0665,two cats in a market,truncate_word,market
unc_03326,two cat in a farm,two_objects_in_place,uncertain,corrupted_noisy,base_0666,two cats in a farm,delete_char,cats
unc_03327,two cats in a fearm,two_objects_in_place,uncertain,corrupted_noisy,base_0666,two cats in a farm,insert_char,farm
unc_03328,two cats in a frrm,two_objects_in_place,uncertain,corrupted_noisy,base_0666,two cats in a farm,substitute_char,farm
unc_03329,two cats in a fram,two_objects_in_place,uncertain,corrupted_noisy,base_0666,two cats in a farm,swap_adjacent_chars,farm
unc_03330,two cat in a farm,two_objects_in_place,uncertain,corrupted_noisy,base_0666,two cats in a farm,truncate_word,cats
unc_03331,two ats in a field,two_objects_in_place,uncertain,corrupted_noisy,base_0667,two cats in a field,delete_char,cats
unc_03332,two cats in a fiedld,two_objects_in_place,uncertain,corrupted_noisy,base_0667,two cats in a field,insert_char,field
unc_03333,two cats in a fielj,two_objects_in_place,uncertain,corrupted_noisy,base_0667,two cats in a field,substitute_char,field
unc_03334,two cats in a filed,two_objects_in_place,uncertain,corrupted_noisy,base_0667,two cats in a field,swap_adjacent_chars,field
unc_03335,two cat in a field,two_objects_in_place,uncertain,corrupted_noisy,base_0667,two cats in a field,truncate_word,cats
unc_03336,two cat in an airport,two_objects_in_place,uncertain,corrupted_noisy,base_0668,two cats in an airport,delete_char,cats
unc_03337,two cmats in an airport,two_objects_in_place,uncertain,corrupted_noisy,base_0668,two cats in an airport,insert_char,cats
unc_03338,two oats in an airport,two_objects_in_place,uncertain,corrupted_noisy,base_0668,two cats in an airport,substitute_char,cats
unc_03339,two cats in an aiprort,two_objects_in_place,uncertain,corrupted_noisy,base_0668,two cats in an airport,swap_adjacent_chars,airport
unc_03340,two cats in an airp,two_objects_in_place,uncertain,corrupted_noisy,base_0668,two cats in an airport,truncate_word,airport
unc_03341,two cats in a staton,two_objects_in_place,uncertain,corrupted_noisy,base_0669,two cats in a station,delete_char,station
unc_03342,two cats in a statizon,two_objects_in_place,uncertain,corrupted_noisy,base_0669,two cats in a station,insert_char,station
unc_03343,two cgts in a station,two_objects_in_place,uncertain,corrupted_noisy,base_0669,two cats in a station,substitute_char,cats
unc_03344,two cast in a station,two_objects_in_place,uncertain,corrupted_noisy,base_0669,two cats in a station,swap_adjacent_chars,cats
unc_03345,two cats in a stat,two_objects_in_place,uncertain,corrupted_noisy,base_0669,two cats in a station,truncate_word,station
unc_03346,two chars in a room,two_objects_in_place,uncertain,corrupted_noisy,base_0670,two chairs in a room,delete_char,chairs
unc_03347,two mchairs in a room,two_objects_in_place,uncertain,corrupted_noisy,base_0670,two chairs in a room,insert_char,chairs
unc_03348,two ghairs in a room,two_objects_in_place,uncertain,corrupted_noisy,base_0670,two chairs in a room,substitute_char,chairs
unc_03349,two chairs in a room,two_objects_in_place,uncertain,corrupted_noisy,base_0670,two chairs in a room,swap_adjacent_chars,room
unc_03350,two chairs in a ro,two_objects_in_place,uncertain,corrupted_noisy,base_0670,two chairs in a room,truncate_word,room
unc_03351,two chairs in a stret,two_objects_in_place,uncertain,corrupted_noisy,base_0671,two chairs in a street,delete_char,street
unc_03352,two chairs in a streevt,two_objects_in_place,uncertain,corrupted_noisy,base_0671,two chairs in a street,insert_char,street
unc_03353,two chairs in a stceet,two_objects_in_place,uncertain,corrupted_noisy,base_0671,two chairs in a street,substitute_char,street
unc_03354,two cahirs in a street,two_objects_in_place,uncertain,corrupted_noisy,base_0671,two chairs in a street,swap_adjacent_chars,chairs
unc_03355,two chair in a street,two_objects_in_place,uncertain,corrupted_noisy,base_0671,two chairs in a street,truncate_word,chairs
unc_03356,two hairs in a park,two_objects_in_place,uncertain,corrupted_noisy,base_0672,two chairs in a park,delete_char,chairs
unc_03357,two chairsa in a park,two_objects_in_place,uncertain,corrupted_noisy,base_0672,two chairs in a park,insert_char,chairs
unc_03358,two chavrs in a park,two_objects_in_place,uncertain,corrupted_noisy,base_0672,two chairs in a park,substitute_char,chairs
unc_03359,two cahirs in a park,two_objects_in_place,uncertain,corrupted_noisy,base_0672,two chairs in a park,swap_adjacent_chars,chairs
unc_03360,two chairs in a par,two_objects_in_place,uncertain,corrupted_noisy,base_0672,two chairs in a park,truncate_word,park
unc_03361,two chirs in a kitchen,two_objects_in_place,uncertain,corrupted_noisy,base_0673,two chairs in a kitchen,delete_char,chairs
unc_03362,two chairs in a kiptchen,two_objects_in_place,uncertain,corrupted_noisy,base_0673,two chairs in a kitchen,insert_char,kitchen
unc_03363,two chairs in a ditchen,two_objects_in_place,uncertain,corrupted_noisy,base_0673,two chairs in a kitchen,substitute_char,kitchen
unc_03364,two cahirs in a kitchen,two_objects_in_place,uncertain,corrupted_noisy,base_0673,two chairs in a kitchen,swap_adjacent_chars,chairs
unc_03365,two chairs in a kitch,two_objects_in_place,uncertain,corrupted_noisy,base_0673,two chairs in a kitchen,truncate_word,kitchen
unc_03366,two chairs in a each,two_objects_in_place,uncertain,corrupted_noisy,base_0674,two chairs in a beach,delete_char,beach
unc_03367,two chairs in a beachh,two_objects_in_place,uncertain,corrupted_noisy,base_0674,two chairs in a beach,insert_char,beach
unc_03368,two chtirs in a beach,two_objects_in_place,uncertain,corrupted_noisy,base_0674,two chairs in a beach,substitute_char,chairs
unc_03369,two chairs in a ebach,two_objects_in_place,uncertain,corrupted_noisy,base_0674,two chairs in a beach,swap_adjacent_chars,beach
unc_03370,two chairs in a beac,two_objects_in_place,uncertain,corrupted_noisy,base_0674,two chairs in a beach,truncate_word,beach
unc_03371,two chair in an office,two_objects_in_place,uncertain,corrupted_noisy,base_0675,two chairs in an office,delete_char,chairs
unc_03372,two chairs in an offpice,two_objects_in_place,uncertain,corrupted_noisy,base_0675,two chairs in an office,insert_char,office
unc_03373,two chairs in an qffice,two_objects_in_place,uncertain,corrupted_noisy,base_0675,two chairs in an office,substitute_char,office
unc_03374,two chairs in an offcie,two_objects_in_place,uncertain,corrupted_noisy,base_0675,two chairs in an office,swap_adjacent_chars,office
unc_03375,two chairs in an offic,two_objects_in_place,uncertain,corrupted_noisy,base_0675,two chairs in an office,truncate_word,office
unc_03376,two chais in a garden,two_objects_in_place,uncertain,corrupted_noisy,base_0676,two chairs in a garden,delete_char,chairs
unc_03377,two chasirs in a garden,two_objects_in_place,uncertain,corrupted_noisy,base_0676,two chairs in a garden,insert_char,chairs
unc_03378,two chairs in a gardcn,two_objects_in_place,uncertain,corrupted_noisy,base_0676,two chairs in a garden,substitute_char,garden
unc_03379,two chairs in a garedn,two_objects_in_place,uncertain,corrupted_noisy,base_0676,two chairs in a garden,swap_adjacent_chars,garden
unc_03380,two chairs in a garde,two_objects_in_place,uncertain,corrupted_noisy,base_0676,two chairs in a garden,truncate_word,garden
unc_03381,two chairs in a foret,two_objects_in_place,uncertain,corrupted_noisy,base_0677,two chairs in a forest,delete_char,forest
unc_03382,two chairs in a forwest,two_objects_in_place,uncertain,corrupted_noisy,base_0677,two chairs in a forest,insert_char,forest
unc_03383,two chairs in a gorest,two_objects_in_place,uncertain,corrupted_noisy,base_0677,two chairs in a forest,substitute_char,forest
unc_03384,two chairs in a froest,two_objects_in_place,uncertain,corrupted_noisy,base_0677,two chairs in a forest,swap_adjacent_chars,forest
unc_03385,two chairs in a fore,two_objects_in_place,uncertain,corrupted_noisy,base_0677,two chairs in a forest,truncate_word,forest
unc_03386,two chairs in a dsert,two_objects_in_place,uncertain,corrupted_noisy,base_0678,two chairs in a desert,delete_char,desert
unc_03387,two chaivrs in a desert,two_objects_in_place,uncertain,corrupted_noisy,base_0678,two chairs in a desert,insert_char,chairs
unc_03388,two chairs in a desext,two_objects_in_place,uncertain,corrupted_noisy,base_0678,two chairs in a desert,substitute_char,desert
unc_03389,two chairs in a dseert,two_objects_in_place,uncertain,corrupted_noisy,base_0678,two chairs in a desert,swap_adjacent_chars,desert
unc_03390,two chairs in a des,two_objects_in_place,uncertain,corrupted_noisy,base_0678,two chairs in a desert,truncate_word,desert
unc_03391,two chairs in a cit,two_objects_in_place,uncertain,corrupted_noisy,base_0679,two chairs in a city,delete_char,city
unc_03392,two chairs in a citzy,two_objects_in_place,uncertain,corrupted_noisy,base_0679,two chairs in a city,insert_char,city
unc_03393,two chaigs in a city,two_objects_in_place,uncertain,corrupted_noisy,base_0679,two chairs in a city,substitute_char,chairs
unc_03394,two chairs in a ciyt,two_objects_in_place,uncertain,corrupted_noisy,base_0679,two chairs in a city,swap_adjacent_chars,city
unc_03395,two cha in a city,two_objects_in_place,uncertain,corrupted_noisy,base_0679,two chairs in a city,truncate_word,chairs
unc_03396,two chairs in a vllage,two_objects_in_place,uncertain,corrupted_noisy,base_0680,two chairs in a village,delete_char,village
unc_03397,two cfhairs in a village,two_objects_in_place,uncertain,corrupted_noisy,base_0680,two chairs in a village,insert_char,chairs
unc_03398,two chairs in a nillage,two_objects_in_place,uncertain,corrupted_noisy,base_0680,two chairs in a village,substitute_char,village
unc_03399,two chairs in a village,two_objects_in_place,uncertain,corrupted_noisy,base_0680,two chairs in a village,swap_adjacent_chars,village
unc_03400,two chair in a village,two_objects_in_place,uncertain,corrupted_noisy,base_0680,two chairs in a village,truncate_word,chairs
unc_03401,two hairs in a restaurant,two_objects_in_place,uncertain,corrupted_noisy,base_0681,two chairs in a restaurant,delete_char,chairs
unc_03402,two chairs in a restlaurant,two_objects_in_place,uncertain,corrupted_noisy,base_0681,two chairs in a restaurant,insert_char,restaurant
unc_03403,two crairs in a restaurant,two_objects_in_place,uncertain,corrupted_noisy,base_0681,two chairs in a restaurant,substitute_char,chairs
unc_03404,two hcairs in a restaurant,two_objects_in_place,uncertain,corrupted_noisy,base_0681,two chairs in a restaurant,swap_adjacent_chars,chairs
unc_03405,two chairs in a restaura,two_objects_in_place,uncertain,corrupted_noisy,base_0681,two chairs in a restaurant,truncate_word,restaurant
unc_03406,two chais in a cafe,two_objects_in_place,uncertain,corrupted_noisy,base_0682,two chairs in a cafe,delete_char,chairs
unc_03407,two rchairs in a cafe,two_objects_in_place,uncertain,corrupted_noisy,base_0682,two chairs in a cafe,insert_char,chairs
unc_03408,two chajrs in a cafe,two_objects_in_place,uncertain,corrupted_noisy,base_0682,two chairs in a cafe,substitute_char,chairs
unc_03409,two chairs in a cfae,two_objects_in_place,uncertain,corrupted_noisy,base_0682,two chairs in a cafe,swap_adjacent_chars,cafe
