prompt_id,prompt_text,template_type,category,subcategory,base_prompt_id,source_prompt_text,generation_method,token_count
unc_gib_00438,xtkzigev idhae yzmc,attribute_object,uncertain,gibberish,base_0438,a dirty phone,random_gibberish_tokens,3
unc_gib_00439,arhwbtd holilqx yswf,attribute_object,uncertain,gibberish,base_0439,a dirty laptop,random_gibberish_tokens,3
unc_gib_00440,hahjjua gxeeou kghp,attribute_object,uncertain,gibberish,base_0440,a dirty camera,random_gibberish_tokens,3
unc_gib_00441,uwito qbluofs uhscyvan,attribute_object,uncertain,gibberish,base_0441,a dirty backpack,random_gibberish_tokens,3
unc_gib_00442,wugfp ahcwsvo ppzcal,attribute_object,uncertain,gibberish,base_0442,a dirty television,random_gibberish_tokens,3
unc_gib_00443,qxushu ghua tvya,attribute_object,uncertain,gibberish,base_0443,a clean dog,random_gibberish_tokens,3
unc_gib_00444,txyezghs gyaqgac nveyexq,attribute_object,uncertain,gibberish,base_0444,a clean cat,random_gibberish_tokens,3
unc_gib_00445,bsmamd wznugm xpiaaeu,attribute_object,uncertain,gibberish,base_0445,a clean chair,random_gibberish_tokens,3
unc_gib_00446,xbeajpwm bdeto hwcy,attribute_object,uncertain,gibberish,base_0446,a clean table,random_gibberish_tokens,3
unc_gib_00447,dxkm fleamcyq zrippre,attribute_object,uncertain,gibberish,base_0447,a clean cup,random_gibberish_tokens,3
unc_gib_00448,flbwfu bofl rwfi,attribute_object,uncertain,gibberish,base_0448,a clean bottle,random_gibberish_tokens,3
unc_gib_00449,xfajrkk civoqj rwir,attribute_object,uncertain,gibberish,base_0449,a clean bicycle,random_gibberish_tokens,3
unc_gib_00450,bwjehooo xkoco mudatfa,attribute_object,uncertain,gibberish,base_0450,a clean car,random_gibberish_tokens,3
unc_gib_00451,iwux ndhyci ouejsrwa,attribute_object,uncertain,gibberish,base_0451,a clean rack,random_gibberish_tokens,3
unc_gib_00452,atcxkij yxublres waca,attribute_object,uncertain,gibberish,base_0452,a clean apple,random_gibberish_tokens,3
unc_gib_00453,wayyxg suxu aoih,attribute_object,uncertain,gibberish,base_0453,a clean banana,random_gibberish_tokens,3
unc_gib_00454,pksi ubcndeo yzhtxhrv,attribute_object,uncertain,gibberish,base_0454,a clean book,random_gibberish_tokens,3
unc_gib_00455,qtcxf aorwhw qszmyiok,attribute_object,uncertain,gibberish,base_0455,a clean phone,random_gibberish_tokens,3
unc_gib_00456,osgbng ikowv eqvceovx,attribute_object,uncertain,gibberish,base_0456,a clean laptop,random_gibberish_tokens,3
unc_gib_00457,yaja eyheatak ifbi,attribute_object,uncertain,gibberish,base_0457,a clean camera,random_gibberish_tokens,3
unc_gib_00458,ofrcix dtaeuww aoedrfiq,attribute_object,uncertain,gibberish,base_0458,a clean backpack,random_gibberish_tokens,3
unc_gib_00459,uwkxymo dxnayyco qadrcy,attribute_object,uncertain,gibberish,base_0459,a clean television,random_gibberish_tokens,3
unc_gib_00460,uekzvncb zmix molurc,attribute_object,uncertain,gibberish,base_0460,a wet dog,random_gibberish_tokens,3
unc_gib_00461,impsbm eugpqe iazyc,attribute_object,uncertain,gibberish,base_0461,a wet cat,random_gibberish_tokens,3
unc_gib_00462,rhgs otgubhf vivc,attribute_object,uncertain,gibberish,base_0462,a wet chair,random_gibberish_tokens,3
unc_gib_00463,utqt dyibirer falt,attribute_object,uncertain,gibberish,base_0463,a wet table,random_gibberish_tokens,3
unc_gib_00464,pquwzl gwkllrzz gajswty,attribute_object,uncertain,gibberish,base_0464,a wet cup,random_gibberish_tokens,3
unc_gib_00465,qezh juhobca eizqkwgk,attribute_object,uncertain,gibberish,base_0465,a wet bottle,random_gibberish_tokens,3
unc_gib_00466,izuqvd hlirwwa jwznywv,attribute_object,uncertain,gibberish,base_0466,a wet bicycle,random_gibberish_tokens,3
unc_gib_00467,wurugung slcuqej xvxeuqeu,attribute_object,uncertain,gibberish,base_0467,a wet car,random_gibberish_tokens,3
unc_gib_00468,uauec kbvr bzwoade,attribute_object,uncertain,gibberish,base_0468,a wet rack,random_gibberish_tokens,3
unc_gib_00469,dkiedc wjrufja oaludcq,attribute_object,uncertain,gibberish,base_0469,a wet apple,random_gibberish_tokens,3
unc_gib_00470,dzpdeau yuyvpe jgxqybw,attribute_object,uncertain,gibberish,base_0470,a wet banana,random_gibberish_tokens,3
unc_gib_00471,vuvoapo dqybe izwemuu,attribute_object,uncertain,gibberish,base_0471,a wet book,random_gibberish_tokens,3
unc_gib_00472,ainasd qdzlx ohtxcii,attribute_object,uncertain,gibberish,base_0472,a wet phone,random_gibberish_tokens,3
unc_gib_00473,aipcvx pbaaq icjio,attribute_object,uncertain,gibberish,base_0473,a wet laptop,random_gibberish_tokens,3
unc_gib_00474,wldzu lerwi cucx,attribute_object,uncertain,gibberish,base_0474,a wet camera,random_gibberish_tokens,3
unc_gib_00475,usaarc sxcdub iauu,attribute_object,uncertain,gibberish,base_0475,a wet backpack,random_gibberish_tokens,3
unc_gib_00476,keuxjo ltoauo udnpu,attribute_object,uncertain,gibberish,base_0476,a wet television,random_gibberish_tokens,3
unc_gib_00477,hmpvegc urxluwh oignsi,attribute_object,uncertain,gibberish,base_0477,a dry dog,random_gibberish_tokens,3
unc_gib_00478,spqx awitm ykdo,attribute_object,uncertain,gibberish,base_0478,a dry cat,random_gibberish_tokens,3
unc_gib_00479,abmochby iidben crafhiuz,attribute_object,uncertain,gibberish,base_0479,a dry chair,random_gibberish_tokens,3
unc_gib_00480,stsewpuz aqym xlco,attribute_object,uncertain,gibberish,base_0480,a dry table,random_gibberish_tokens,3
unc_gib_00481,mwye uukucd txbr,attribute_object,uncertain,gibberish,base_0481,a dry cup,random_gibberish_tokens,3
unc_gib_00482,wsceugex pathbz aqgesh,attribute_object,uncertain,gibberish,base_0482,a dry bottle,random_gibberish_tokens,3
unc_gib_00483,hxekfczo bwrk fqgb,attribute_object,uncertain,gibberish,base_0483,a dry bicycle,random_gibberish_tokens,3
unc_gib_00484,ioxwxa xickh epds,attribute_object,uncertain,gibberish,base_0484,a dry car,random_gibberish_tokens,3
unc_gib_00485,gspe jhyevuti fuwwxuof,attribute_object,uncertain,gibberish,base_0485,a dry rack,random_gibberish_tokens,3
unc_gib_00486,cioyaqg oumaetcj gkgdteua,attribute_object,uncertain,gibberish,base_0486,a dry apple,random_gibberish_tokens,3
unc_gib_00487,ijeazcg eogfj ercq,attribute_object,uncertain,gibberish,base_0487,a dry banana,random_gibberish_tokens,3
unc_gib_00488,cyspx kdzy dqae,attribute_object,uncertain,gibberish,base_0488,a dry book,random_gibberish_tokens,3
unc_gib_00489,ubwaqxjo cwoocqa qcmicrjy,attribute_object,uncertain,gibberish,base_0489,a dry phone,random_gibberish_tokens,3
unc_gib_00490,ubysh fgrnulf atuuyema,attribute_object,uncertain,gibberish,base_0490,a dry laptop,random_gibberish_tokens,3
unc_gib_00491,qjkieakl aepub isouts,attribute_object,uncertain,gibberish,base_0491,a dry camera,random_gibberish_tokens,3
unc_gib_00492,liiotiy dlhpbyin upqsk,attribute_object,uncertain,gibberish,base_0492,a dry backpack,random_gibberish_tokens,3
unc_gib_00493,lpui mlxha icrsbz,attribute_object,uncertain,gibberish,base_0493,a dry television,random_gibberish_tokens,3
unc_gib_00494,vefw whleviz tharesg,attribute_object,uncertain,gibberish,base_0494,a heavy dog,random_gibberish_tokens,3
unc_gib_00495,njfccioa ivcg eanjbka,attribute_object,uncertain,gibberish,base_0495,a heavy cat,random_gibberish_tokens,3
unc_gib_00496,uaheq gqbhzepi ezsyv,attribute_object,uncertain,gibberish,base_0496,a heavy chair,random_gibberish_tokens,3
unc_gib_00497,btkervcd shta efffwwza,attribute_object,uncertain,gibberish,base_0497,a heavy table,random_gibberish_tokens,3
unc_gib_00498,zllosej hufig xzeiqy,attribute_object,uncertain,gibberish,base_0498,a heavy cup,random_gibberish_tokens,3
unc_gib_00499,zqzoez ltkn iubaq,attribute_object,uncertain,gibberish,base_0499,a heavy bottle,random_gibberish_tokens,3
unc_gib_00500,cmktq lalh rixi,attribute_object,uncertain,gibberish,base_0500,a heavy bicycle,random_gibberish_tokens,3
unc_gib_00501,bdqjsp baraz dduruws,attribute_object,uncertain,gibberish,base_0501,a heavy car,random_gibberish_tokens,3
unc_gib_00502,vdteyez bnvtrzu yqjvxh,attribute_object,uncertain,gibberish,base_0502,a heavy rack,random_gibberish_tokens,3
unc_gib_00503,cxboi sicrom rmxmajpc,attribute_object,uncertain,gibberish,base_0503,a heavy apple,random_gibberish_tokens,3
unc_gib_00504,akkcqu sfugqjp bpvrrduv,attribute_object,uncertain,gibberish,base_0504,a heavy banana,random_gibberish_tokens,3
unc_gib_00505,uumrniia qyylsx iwkngt,attribute_object,uncertain,gibberish,base_0505,a heavy book,random_gibberish_tokens,3
unc_gib_00506,uvlhb cfamumrt gblmdyce,attribute_object,uncertain,gibberish,base_0506,a heavy phone,random_gibberish_tokens,3
unc_gib_00507,fsquox tuaudp lqdwciee,attribute_object,uncertain,gibberish,base_0507,a heavy laptop,random_gibberish_tokens,3
unc_gib_00508,kslzm xquaz elxeat,attribute_object,uncertain,gibberish,base_0508,a heavy camera,random_gibberish_tokens,3
unc_gib_00509,ajinkpe uohne vuagx,attribute_object,uncertain,gibberish,base_0509,a heavy backpack,random_gibberish_tokens,3
unc_gib_00510,bkrd riar unczc,attribute_object,uncertain,gibberish,base_0510,a heavy television,random_gibberish_tokens,3
unc_gib_00511,eule lewdu hepr,attribute_object,uncertain,gibberish,base_0511,a light dog,random_gibberish_tokens,3
unc_gib_00512,wfotly eazwotnd yxiwl,attribute_object,uncertain,gibberish,base_0512,a light cat,random_gibberish_tokens,3
unc_gib_00513,eojdadav puyd ocepypn,attribute_object,uncertain,gibberish,base_0513,a light chair,random_gibberish_tokens,3
unc_gib_00514,htiw bmfqlzj ajmsa,attribute_object,uncertain,gibberish,base_0514,a light table,random_gibberish_tokens,3
unc_gib_00515,vynshp vdnsyezh ohthpbqd,attribute_object,uncertain,gibberish,base_0515,a light cup,random_gibberish_tokens,3
unc_gib_00516,ephmn gnurghi qlbwj,attribute_object,uncertain,gibberish,base_0516,a light bottle,random_gibberish_tokens,3
unc_gib_00517,ecxke aghi furwqb,attribute_object,uncertain,gibberish,base_0517,a light bicycle,random_gibberish_tokens,3
unc_gib_00518,alcm aqvov nqmoagh,attribute_object,uncertain,gibberish,base_0518,a light car,random_gibberish_tokens,3
unc_gib_00519,rehd yjat uayryivh,attribute_object,uncertain,gibberish,base_0519,a light rack,random_gibberish_tokens,3
unc_gib_00520,farbeaju qfzhvu urux,attribute_object,uncertain,gibberish,base_0520,a light apple,random_gibberish_tokens,3
unc_gib_00521,srseeeuq tdzzo fwfdv,attribute_object,uncertain,gibberish,base_0521,a light banana,random_gibberish_tokens,3
unc_gib_00522,keweh anatfri zuzeuyrv,attribute_object,uncertain,gibberish,base_0522,a light book,random_gibberish_tokens,3
unc_gib_00523,xwwp beoqhpf jvhkr,attribute_object,uncertain,gibberish,base_0523,a light phone,random_gibberish_tokens,3
unc_gib_00524,iuaz yxisqwy tpxlvyi,attribute_object,uncertain,gibberish,base_0524,a light laptop,random_gibberish_tokens,3
unc_gib_00525,kszq wqxlbeva aagamc,attribute_object,uncertain,gibberish,base_0525,a light camera,random_gibberish_tokens,3
unc_gib_00526,elfa ucmwytfr sajpo,attribute_object,uncertain,gibberish,base_0526,a light backpack,random_gibberish_tokens,3
unc_gib_00527,yjpf xsixtavr zofl,attribute_object,uncertain,gibberish,base_0527,a light television,random_gibberish_tokens,3
unc_gib_00528,lyonuo cgprer hbjib,attribute_object,uncertain,gibberish,base_0528,a round dog,random_gibberish_tokens,3
unc_gib_00529,tinknk bdiphukh aozs,attribute_object,uncertain,gibberish,base_0529,a round cat,random_gibberish_tokens,3
unc_gib_00530,lwunihm pnfiy cczm,attribute_object,uncertain,gibberish,base_0530,a round chair,random_gibberish_tokens,3
unc_gib_00531,slppivis muly kwjjd,attribute_object,uncertain,gibberish,base_0531,a round table,random_gibberish_tokens,3
unc_gib_00532,zyouw uhtmo dfmje,attribute_object,uncertain,gibberish,base_0532,a round cup,random_gibberish_tokens,3
unc_gib_00533,uvftlot eqdeqyq nxbfytb,attribute_object,uncertain,gibberish,base_0533,a round bottle,random_gibberish_tokens,3
unc_gib_00534,idrmeqvi uuhpoxvv adxw,attribute_object,uncertain,gibberish,base_0534,a round bicycle,random_gibberish_tokens,3
unc_gib_00535,zewyoonu iaehqa jjnu,attribute_object,uncertain,gibberish,base_0535,a round car,random_gibberish_tokens,3
unc_gib_00536,utan buxhocgr kinuoai,attribute_object,uncertain,gibberish,base_0536,a round rack,random_gibberish_tokens,3
unc_gib_00537,qfkaw ozirc wuacisdu,attribute_object,uncertain,gibberish,base_0537,a round apple,random_gibberish_tokens,3
unc_gib_00538,qspykka wrzo notpf,attribute_object,uncertain,gibberish,base_0538,a round banana,random_gibberish_tokens,3
unc_gib_00539,kyge shronid irfsijz,attribute_object,uncertain,gibberish,base_0539,a round book,random_gibberish_tokens,3
unc_gib_00540,lpawgj trvi sxnaxo,attribute_object,uncertain,gibberish,base_0540,a round phone,random_gibberish_tokens,3
unc_gib_00541,ybhluli eist jrua,attribute_object,uncertain,gibberish,base_0541,a round laptop,random_gibberish_tokens,3
unc_gib_00542,iajvuwz eetlby izag,attribute_object,uncertain,gibberish,base_0542,a round camera,random_gibberish_tokens,3
unc_gib_00543,laaheuz glcolj katiz,attribute_object,uncertain,gibberish,base_0543,a round backpack,random_gibberish_tokens,3
unc_gib_00544,lswqu htebzhf amrqtwzg,attribute_object,uncertain,gibberish,base_0544,a round television,random_gibberish_tokens,3
unc_gib_00545,nera runyckxa schfqvd hllaawa okgiggq,object_on_surface,uncertain,gibberish,base_0545,a dog on a table,random_gibberish_tokens,5
unc_gib_00546,hxdb soojrpko smaepip gxnu arqiuiru,object_on_surface,uncertain,gibberish,base_0546,a dog on a floor,random_gibberish_tokens,5
unc_gib_00547,scumbkw atxr qvezje vsafvl bhtgiae,object_on_surface,uncertain,gibberish,base_0547,a dog on a desk,random_gibberish_tokens,5
unc_gib_00548,bqmo fbxuaqa azktsuxu widu lcyukfe,object_on_surface,uncertain,gibberish,base_0548,a dog on a shelf,random_gibberish_tokens,5
unc_gib_00549,fdypnxi ebjkr quml gagzeuu eyieo,object_on_surface,uncertain,gibberish,base_0549,a dog on a bed,random_gibberish_tokens,5
unc_gib_00550,pdnop hesmy uuar zimq ahlb,object_on_surface,uncertain,gibberish,base_0550,a cat on a table,random_gibberish_tokens,5
unc_gib_00551,wgbh ezpbl arnlcigo ibdbz igprr,object_on_surface,uncertain,gibberish,base_0551,a cat on a floor,random_gibberish_tokens,5
unc_gib_00552,neebrooe uoolid zbfit elirof zlplh,object_on_surface,uncertain,gibberish,base_0552,a cat on a desk,random_gibberish_tokens,5
unc_gib_00553,iaay uvkrkxu alrqbfah lhbqyu kfucces,object_on_surface,uncertain,gibberish,base_0553,a cat on a shelf,random_gibberish_tokens,5
unc_gib_00554,uclbtetu ufoeiya xzvpasnf hsbs erbvygjx,object_on_surface,uncertain,gibberish,base_0554,a cat on a bed,random_gibberish_tokens,5
unc_gib_00555,tunarfa uwpvh mgqeac qstspyk igcoebbp,object_on_surface,uncertain,gibberish,base_0555,a chair on a table,random_gibberish_tokens,5
unc_gib_00556,ueja kmmkmodi fdpui eyednfi gxaknad,object_on_surface,uncertain,gibberish,base_0556,a chair on a floor,random_gibberish_tokens,5
unc_gib_00557,iepongz ukam ioopfjv qozoctk hiinehnq,object_on_surface,uncertain,gibberish,base_0557,a chair on a desk,random_gibberish_tokens,5
unc_gib_00558,gemolsqg eeoggvv rauuuhn ibyori oazotsnh,object_on_surface,uncertain,gibberish,base_0558,a chair on a shelf,random_gibberish_tokens,5
unc_gib_00559,uavhqej hzfdi facewmw khoahhu lqdwdbaj,object_on_surface,uncertain,gibberish,base_0559,a chair on a bed,random_gibberish_tokens,5
unc_gib_00560,aaijslk olou xqih yuyyso dxqzx,object_on_surface,uncertain,gibberish,base_0560,a table on a table,random_gibberish_tokens,5
unc_gib_00561,ronoupu zbbwbto wfhh iielx hieb,object_on_surface,uncertain,gibberish,base_0561,a table on a floor,random_gibberish_tokens,5
unc_gib_00562,dpick cqwijk iouba welaxn ygatdmlb,object_on_surface,uncertain,gibberish,base_0562,a table on a desk,random_gibberish_tokens,5
unc_gib_00563,lxsfhda qrigvqf usexw gjfkif gzkcsx,object_on_surface,uncertain,gibberish,base_0563,a table on a shelf,random_gibberish_tokens,5
unc_gib_00564,lgleuln ubwczxje wfyewrvv uwnthv ghjiao,object_on_surface,uncertain,gibberish,base_0564,a table on a bed,random_gibberish_tokens,5
unc_gib_00565,hpfpo iwxed eaxbu srliaih mbud,object_on_surface,uncertain,gibberish,base_0565,a cup on a table,random_gibberish_tokens,5
unc_gib_00566,pugsxbru clrar jixsl rkjeayd jomjsqt,object_on_surface,uncertain,gibberish,base_0566,a cup on a floor,random_gibberish_tokens,5
unc_gib_00567,ajuyian sdox hhkla lnuuxam kgxsvlba,object_on_surface,uncertain,gibberish,base_0567,a cup on a desk,random_gibberish_tokens,5
unc_gib_00568,vilqexck lczfsvj qsiioqo amavucte aiswmirc,object_on_surface,uncertain,gibberish,base_0568,a cup on a shelf,random_gibberish_tokens,5
unc_gib_00569,orkqs qfght dvznncjj hyuoni igoz,object_on_surface,uncertain,gibberish,base_0569,a cup on a bed,random_gibberish_tokens,5
unc_gib_00570,dqsqcoua xvaxewn esamh hxkakiz fxrqdwby,object_on_surface,uncertain,gibberish,base_0570,a bottle on a table,random_gibberish_tokens,5
unc_gib_00571,lvikeawt aqifzczu ubsay mcvcd gyumubb,object_on_surface,uncertain,gibberish,base_0571,a bottle on a floor,random_gibberish_tokens,5
unc_gib_00572,vnesdwx oeob gesholjy hnoamep bgobl,object_on_surface,uncertain,gibberish,base_0572,a bottle on a desk,random_gibberish_tokens,5
unc_gib_00573,cqsmnmpr dsikiu putpqjeq uuxpxec vhubqs,object_on_surface,uncertain,gibberish,base_0573,a bottle on a shelf,random_gibberish_tokens,5
unc_gib_00574,hpxugyun osopofvv ejjugb izoe aieiumjx,object_on_surface,uncertain,gibberish,base_0574,a bottle on a bed,random_gibberish_tokens,5
unc_gib_00575,zoxrqgb zvnato alyxuapg pbrv tziamfi,object_on_surface,uncertain,gibberish,base_0575,a bicycle on a table,random_gibberish_tokens,5
unc_gib_00576,eyqct dprxe nudv smiisyl sugiatd,object_on_surface,uncertain,gibberish,base_0576,a bicycle on a floor,random_gibberish_tokens,5
unc_gib_00577,twikeulj dppdas ypfatm biab wdaxh,object_on_surface,uncertain,gibberish,base_0577,a bicycle on a desk,random_gibberish_tokens,5
unc_gib_00578,pulb bnnqree ejsbvo yccayzi jgonw,object_on_surface,uncertain,gibberish,base_0578,a bicycle on a shelf,random_gibberish_tokens,5
unc_gib_00579,nqfzme kttll ceeddu utornu ibqwgwa,object_on_surface,uncertain,gibberish,base_0579,a bicycle on a bed,random_gibberish_tokens,5
unc_gib_00580,unack ivarbxj faegbnjo yfhawg tiluawi,object_on_surface,uncertain,gibberish,base_0580,a car on a table,random_gibberish_tokens,5
unc_gib_00581,efzwpv moeui ynqrr rbzro papp,object_on_surface,uncertain,gibberish,base_0581,a car on a floor,random_gibberish_tokens,5
unc_gib_00582,dzofc xgmkml iins sduwmorf nowwiceo,object_on_surface,uncertain,gibberish,base_0582,a car on a desk,random_gibberish_tokens,5
unc_gib_00583,akahpkg jeqcwiho xltuewe hfby hmmdv,object_on_surface,uncertain,gibberish,base_0583,a car on a shelf,random_gibberish_tokens,5
unc_gib_00584,aonii aoxyw boegr osdvc maowkcn,object_on_surface,uncertain,gibberish,base_0584,a car on a bed,random_gibberish_tokens,5
unc_gib_00585,mmcme zoirgbo cqvpq asyxvu xiuivxia,object_on_surface,uncertain,gibberish,base_0585,a rack on a table,random_gibberish_tokens,5
unc_gib_00586,jrogki fwwafmn bhrej iizqudug ztwiv,object_on_surface,uncertain,gibberish,base_0586,a rack on a floor,random_gibberish_tokens,5
unc_gib_00587,delp xlnsxow uoqaa oqfporiv pihrbvv,object_on_surface,uncertain,gibberish,base_0587,a rack on a desk,random_gibberish_tokens,5
unc_gib_00588,ecrlgli umjr akoakcii ucnuw yiexr,object_on_surface,uncertain,gibberish,base_0588,a rack on a shelf,random_gibberish_tokens,5
unc_gib_00589,oxei fqvno qovat buury zaavgl,object_on_surface,uncertain,gibberish,base_0589,a rack on a bed,random_gibberish_tokens,5
unc_gib_00590,amkstryf ruevei uirzeozw iriesbh zavavgiu,object_on_surface,uncertain,gibberish,base_0590,an apple on a table,random_gibberish_tokens,5
unc_gib_00591,wbesef xgexrlu wsulsnx wceddyxv owlsvgog,object_on_surface,uncertain,gibberish,base_0591,an apple on a floor,random_gibberish_tokens,5
unc_gib_00592,fzunu xwqagatq ufxtuqk vryan nyve,object_on_surface,uncertain,gibberish,base_0592,an apple on a desk,random_gibberish_tokens,5
unc_gib_00593,stfen ncztkl pudmaf ieszu csowgmiv,object_on_surface,uncertain,gibberish,base_0593,an apple on a shelf,random_gibberish_tokens,5
unc_gib_00594,tmkooa gttj thgk weed mkmppl,object_on_surface,uncertain,gibberish,base_0594,an apple on a bed,random_gibberish_tokens,5
unc_gib_00595,raeqifzw zydnha qdmamoci tiggmkao azhjsy,object_on_surface,uncertain,gibberish,base_0595,a banana on a table,random_gibberish_tokens,5
unc_gib_00596,odnecgk wjorya uglabjp qoeo qgdp,object_on_surface,uncertain,gibberish,base_0596,a banana on a floor,random_gibberish_tokens,5
unc_gib_00597,ihtqiib uhiji iohwbk pdtjd xvng,object_on_surface,uncertain,gibberish,base_0597,a banana on a desk,random_gibberish_tokens,5
unc_gib_00598,xkzf vufukjnd thbwsy ngsozeu dljcj,object_on_surface,uncertain,gibberish,base_0598,a banana on a shelf,random_gibberish_tokens,5
unc_gib_00599,vnia efgrfl ufokvg ceuhq fuajm,object_on_surface,uncertain,gibberish,base_0599,a banana on a bed,random_gibberish_tokens,5
unc_gib_00600,fzhfe irnmq irevjc estkxzyk dhondq,object_on_surface,uncertain,gibberish,base_0600,a book on a table,random_gibberish_tokens,5
unc_gib_00601,kurfp xhsio ewrzune qxfdso uimnr,object_on_surface,uncertain,gibberish,base_0601,a book on a floor,random_gibberish_tokens,5
unc_gib_00602,bfwxz wapuq skjqhair aglffou ongemq,object_on_surface,uncertain,gibberish,base_0602,a book on a desk,random_gibberish_tokens,5
unc_gib_00603,esxum xdar uybwnfq xqel dklreifx,object_on_surface,uncertain,gibberish,base_0603,a book on a shelf,random_gibberish_tokens,5
unc_gib_00604,icojlabu daeawoaw aumj nlajcx xwdt,object_on_surface,uncertain,gibberish,base_0604,a book on a bed,random_gibberish_tokens,5
unc_gib_00605,aaga biavzdwz taurvq ekdzyo izpc,object_on_surface,uncertain,gibberish,base_0605,a phone on a table,random_gibberish_tokens,5
unc_gib_00606,aerr rpnzm ztao yviyxucf ipopiedq,object_on_surface,uncertain,gibberish,base_0606,a phone on a floor,random_gibberish_tokens,5
unc_gib_00607,zpqocza qrivf zoyl wtjf hghg,object_on_surface,uncertain,gibberish,base_0607,a phone on a desk,random_gibberish_tokens,5
unc_gib_00608,lgpucd uyef inse boziuuug dmmidgua,object_on_surface,uncertain,gibberish,base_0608,a phone on a shelf,random_gibberish_tokens,5
unc_gib_00609,wszczw qpwbkxey kobnpim lbuu puwq,object_on_surface,uncertain,gibberish,base_0609,a phone on a bed,random_gibberish_tokens,5
unc_gib_00610,ossi agdodwp vtuzq soebhg mcsinq,object_on_surface,uncertain,gibberish,base_0610,a laptop on a table,random_gibberish_tokens,5
unc_gib_00611,wsxotqls jgnm kigkbe husthgdw ixqjb,object_on_surface,uncertain,gibberish,base_0611,a laptop on a floor,random_gibberish_tokens,5
unc_gib_00612,gaaucpg xxky tczxr hoia iisyemie,object_on_surface,uncertain,gibberish,base_0612,a laptop on a desk,random_gibberish_tokens,5
unc_gib_00613,aowim efpyfoo ihzobez cdugfz szokjfxg,object_on_surface,uncertain,gibberish,base_0613,a laptop on a shelf,random_gibberish_tokens,5
unc_gib_00614,uukagjb newga rzqjt awtxnufl irhk,object_on_surface,uncertain,gibberish,base_0614,a laptop on a bed,random_gibberish_tokens,5
unc_gib_00615,glpkpn rsxhxpa grxqne eoek ujlafp,object_on_surface,uncertain,gibberish,base_0615,a camera on a table,random_gibberish_tokens,5
unc_gib_00616,jtbp oevzbzg wgeg iqsj gubgecu,object_on_surface,uncertain,gibberish,base_0616,a camera on a floor,random_gibberish_tokens,5
unc_gib_00617,llujsq uwta nlmuw icjyde zanfva,object_on_surface,uncertain,gibberish,base_0617,a camera on a desk,random_gibberish_tokens,5
unc_gib_00618,euczmkqv jezvtn jzqnss dusaywjf pqvaxqx,object_on_surface,uncertain,gibberish,base_0618,a camera on a shelf,random_gibberish_tokens,5
unc_gib_00619,jdcawjzx supexu qgtcn otjjvhoq znpagio,object_on_surface,uncertain,gibberish,base_0619,a camera on a bed,random_gibberish_tokens,5
unc_gib_00620,aoax bkhofvn tqyse gimt atoao,object_on_surface,uncertain,gibberish,base_0620,a backpack on a table,random_gibberish_tokens,5
unc_gib_00621,xfyq oyqklye iopsh ulyom rfzdifq,object_on_surface,uncertain,gibberish,base_0621,a backpack on a floor,random_gibberish_tokens,5
unc_gib_00622,bgwjs wemjdf tlvoea trgew xomcgq,object_on_surface,uncertain,gibberish,base_0622,a backpack on a desk,random_gibberish_tokens,5
unc_gib_00623,qibn gfzcei ejaauyd fiueklwu cklod,object_on_surface,uncertain,gibberish,base_0623,a backpack on a shelf,random_gibberish_tokens,5
unc_gib_00624,ozdgr xsiaedpj yjygx eyri atft,object_on_surface,uncertain,gibberish,base_0624,a backpack on a bed,random_gibberish_tokens,5
unc_gib_00625,ewekviz eqhrvuj diwuwax nfntryow iubis,object_on_surface,uncertain,gibberish,base_0625,a television on a table,random_gibberish_tokens,5
unc_gib_00626,owxg iiudmczc eyes osegbgbv ahbzgej,object_on_surface,uncertain,gibberish,base_0626,a television on a floor,random_gibberish_tokens,5
unc_gib_00627,fbctbio xkzbndi yrtqti pnirur ulmkpr,object_on_surface,uncertain,gibberish,base_0627,a television on a desk,random_gibberish_tokens,5
unc_gib_00628,oqugs tvizyzk iamccws ajyus tuzibbg,object_on_surface,uncertain,gibberish,base_0628,a television on a shelf,random_gibberish_tokens,5
unc_gib_00629,pcznha keukon fkxhh eqictjp druant,object_on_surface,uncertain,gibberish,base_0629,a television on a bed,random_gibberish_tokens,5
unc_gib_00630,pkcohf kqgiiei rlvo xckrkud acuugof,two_objects_in_place,uncertain,gibberish,base_0630,two dogs in a room,random_gibberish_tokens,5
unc_gib_00631,ekuui dzgkpgkl psynb juekyd hxff,two_objects_in_place,uncertain,gibberish,base_0631,two dogs in a street,random_gibberish_tokens,5
unc_gib_00632,gfoqio uryco exqdo raivt myaj,two_objects_in_place,uncertain,gibberish,base_0632,two dogs in a park,random_gibberish_tokens,5
unc_gib_00633,nhzv wjicn qzijsmwe ucked ikcm,two_objects_in_place,uncertain,gibberish,base_0633,two dogs in a kitchen,random_gibberish_tokens,5
unc_gib_00634,fwkwa zredtos mrcplfoo lbui spfu,two_objects_in_place,uncertain,gibberish,base_0634,two dogs in a beach,random_gibberish_tokens,5
unc_gib_00635,zlog nfsdsavg pgoobtf vmagz dqejaf,two_objects_in_place,uncertain,gibberish,base_0635,two dogs in an office,random_gibberish_tokens,5
unc_gib_00636,oifm yweobowo teweltzk ueuz cydlg,two_objects_in_place,uncertain,gibberish,base_0636,two dogs in a garden,random_gibberish_tokens,5
unc_gib_00637,wglvdsqt vvxmsc gfwiif fatnkrfs ooyrwd,two_objects_in_place,uncertain,gibberish,base_0637,two dogs in a forest,random_gibberish_tokens,5
